filename,band,candidate_time,dm,snr,fil_file,wait_time,date,obs_time,file_path
CRAB_PH_Band_2024_07_30_17_02_57_tcand_464.9660160_dm_56.9_snr_34.6.h5,PH,2024-07-30 17:10:41.966016,56.9,34.0,CRAB_PH_Band_2024_07_30_17_02_57.fil,0 days 00:00:02.773824,2024-07-30,600.0,./2024-07-30/PH_Band/CRAB_PH_Band_2024_07_30_17_02_57.fil
CRAB_PH_Band_2024_07_30_17_02_57_tcand_490.9134720_dm_56.4_snr_16.3.h5,PH,2024-07-30 17:11:07.913472,56.4,16.0,CRAB_PH_Band_2024_07_30_17_02_57.fil,0 days 00:00:09.033024,2024-07-30,600.0,./2024-07-30/PH_Band/CRAB_PH_Band_2024_07_30_17_02_57.fil
CRAB_PH_Band_2024_07_30_17_02_57_tcand_502.4482560_dm_56.9_snr_21.5.h5,PH,2024-07-30 17:11:19.448256,56.9,21.0,CRAB_PH_Band_2024_07_30_17_02_57.fil,0 days 00:00:05.514048,2024-07-30,600.0,./2024-07-30/PH_Band/CRAB_PH_Band_2024_07_30_17_02_57.fil
CRAB_PH_Band_2024_07_30_17_02_57_tcand_538.5772800_dm_56.9_snr_42.0.h5,PH,2024-07-30 17:11:55.577280,56.9,42.0,CRAB_PH_Band_2024_07_30_17_02_57.fil,0 days 00:00:01.522176,2024-07-30,600.0,./2024-07-30/PH_Band/CRAB_PH_Band_2024_07_30_17_02_57.fil
CRAB_PH_Band_2024_07_30_17_02_57_tcand_541.7573760_dm_56.9_snr_16.4.h5,PH,2024-07-30 17:11:58.757376,56.9,16.0,CRAB_PH_Band_2024_07_30_17_02_57.fil,0 days 00:00:03.180096,2024-07-30,600.0,./2024-07-30/PH_Band/CRAB_PH_Band_2024_07_30_17_02_57.fil
CRAB_PH_Band_2024_07_30_17_02_57_tcand_569.0570880_dm_56.9_snr_16.3.h5,PH,2024-07-30 17:12:26.057088,56.9,16.0,CRAB_PH_Band_2024_07_30_17_02_57.fil,0 days 00:00:08.118912,2024-07-30,600.0,./2024-07-30/PH_Band/CRAB_PH_Band_2024_07_30_17_02_57.fil
CRAB_PH_Band_2024_07_30_17_02_57_tcand_570.7824000_dm_56.9_snr_48.6.h5,PH,2024-07-30 17:12:27.782400,56.9,48.0,CRAB_PH_Band_2024_07_30_17_02_57.fil,0 days 00:00:01.014336,2024-07-30,600.0,./2024-07-30/PH_Band/CRAB_PH_Band_2024_07_30_17_02_57.fil
CRAB_PH_Band_2024_07_31_15_06_37_tcand_8.6031360_dm_56.9_snr_46.7.h5,PH,2024-07-31 15:06:45.603136,56.9,46.0,CRAB_PH_Band_2024_07_31_15_06_37.fil,,2024-07-31,600.0,./2024-07-31/PH_Band/CRAB_PH_Band_2024_07_31_15_06_37.fil
CRAB_PH_Band_2024_07_31_15_06_37_tcand_197.8412160_dm_56.9_snr_23.8.h5,PH,2024-07-31 15:09:54.841216,56.9,23.0,CRAB_PH_Band_2024_07_31_15_06_37.fil,0 days 00:00:04.803264,2024-07-31,600.0,./2024-07-31/PH_Band/CRAB_PH_Band_2024_07_31_15_06_37.fil
CRAB_PH_Band_2024_07_31_15_06_37_tcand_278.2861440_dm_56.9_snr_19.2.h5,PH,2024-07-31 15:11:15.286144,56.9,19.0,CRAB_PH_Band_2024_07_31_15_06_37.fil,0 days 00:00:04.871424,2024-07-31,600.0,./2024-07-31/PH_Band/CRAB_PH_Band_2024_07_31_15_06_37.fil
CRAB_PH_Band_2024_07_31_15_06_37_tcand_365.9364480_dm_56.9_snr_25.5.h5,PH,2024-07-31 15:12:42.936448,56.9,25.0,CRAB_PH_Band_2024_07_31_15_06_37.fil,0 days 00:01:08.300352,2024-07-31,600.0,./2024-07-31/PH_Band/CRAB_PH_Band_2024_07_31_15_06_37.fil
CRAB_PH_Band_2024_07_31_15_06_37_tcand_367.1550720_dm_56.4_snr_17.2.h5,PH,2024-07-31 15:12:44.155072,56.4,17.0,CRAB_PH_Band_2024_07_31_15_06_37.fil,0 days 00:00:01.218624,2024-07-31,600.0,./2024-07-31/PH_Band/CRAB_PH_Band_2024_07_31_15_06_37.fil
CRAB_PH_Band_2024_07_31_15_06_37_tcand_368.0336640_dm_56.9_snr_19.4.h5,PH,2024-07-31 15:12:45.033664,56.9,19.0,CRAB_PH_Band_2024_07_31_15_06_37.fil,0 days 00:00:00.878592,2024-07-31,600.0,./2024-07-31/PH_Band/CRAB_PH_Band_2024_07_31_15_06_37.fil
CRAB_PH_Band_2024_07_31_15_06_37_tcand_433.8984960_dm_56.9_snr_24.6.h5,PH,2024-07-31 15:13:50.898496,56.9,24.0,CRAB_PH_Band_2024_07_31_15_06_37.fil,0 days 00:00:08.118912,2024-07-31,600.0,./2024-07-31/PH_Band/CRAB_PH_Band_2024_07_31_15_06_37.fil
CRAB_PH_Band_2024_07_31_15_06_37_tcand_499.8445440_dm_56.9_snr_22.4.h5,PH,2024-07-31 15:14:56.844544,56.9,22.0,CRAB_PH_Band_2024_07_31_15_06_37.fil,0 days 00:00:00.960960,2024-07-31,600.0,./2024-07-31/PH_Band/CRAB_PH_Band_2024_07_31_15_06_37.fil
CRAB_PH_Band_2024_07_31_15_06_37_tcand_500.5415040_dm_56.9_snr_21.5.h5,PH,2024-07-31 15:14:57.541504,56.9,21.0,CRAB_PH_Band_2024_07_31_15_06_37.fil,0 days 00:00:00.696960,2024-07-31,600.0,./2024-07-31/PH_Band/CRAB_PH_Band_2024_07_31_15_06_37.fil
CRAB_PH_Band_2024_07_31_15_06_37_tcand_526.4542080_dm_56.9_snr_21.2.h5,PH,2024-07-31 15:15:23.454208,56.9,21.0,CRAB_PH_Band_2024_07_31_15_06_37.fil,0 days 00:00:01.928448,2024-07-31,600.0,./2024-07-31/PH_Band/CRAB_PH_Band_2024_07_31_15_06_37.fil
CRAB_PH_Band_2024_07_31_15_06_37_tcand_526.6909440_dm_56.9_snr_17.2.h5,PH,2024-07-31 15:15:23.690944,56.9,17.0,CRAB_PH_Band_2024_07_31_15_06_37.fil,0 days 00:00:00.236736,2024-07-31,600.0,./2024-07-31/PH_Band/CRAB_PH_Band_2024_07_31_15_06_37.fil
CRAB_PH_Band_2024_07_31_15_06_37_tcand_550.4050560_dm_56.9_snr_18.1.h5,PH,2024-07-31 15:15:47.405056,56.9,18.0,CRAB_PH_Band_2024_07_31_15_06_37.fil,0 days 00:00:02.740416,2024-07-31,600.0,./2024-07-31/PH_Band/CRAB_PH_Band_2024_07_31_15_06_37.fil
CRAB_PH_Band_2024_07_31_15_16_44_tcand_10.1276160_dm_56.9_snr_29.2.h5,PH,2024-07-31 15:16:54.127616,56.9,29.0,CRAB_PH_Band_2024_07_31_15_16_44.fil,0 days 00:00:05.716992,2024-07-31,600.0,./2024-07-31/PH_Band/CRAB_PH_Band_2024_07_31_15_16_44.fil
CRAB_PH_Band_2024_07_31_15_16_44_tcand_27.8538240_dm_56.9_snr_24.3.h5,PH,2024-07-31 15:17:11.853824,56.9,24.0,CRAB_PH_Band_2024_07_31_15_16_44.fil,0 days 00:00:04.431552,2024-07-31,600.0,./2024-07-31/PH_Band/CRAB_PH_Band_2024_07_31_15_16_44.fil
CRAB_PH_Band_2024_07_31_15_16_44_tcand_35.6006400_dm_56.9_snr_94.8.h5,PH,2024-07-31 15:17:19.600640,56.9,94.0,CRAB_PH_Band_2024_07_31_15_16_44.fil,0 days 00:00:07.746816,2024-07-31,600.0,./2024-07-31/PH_Band/CRAB_PH_Band_2024_07_31_15_16_44.fil
CRAB_PH_Band_2024_07_31_15_16_44_tcand_62.5622400_dm_56.9_snr_17.0.h5,PH,2024-07-31 15:17:46.562240,56.9,17.0,CRAB_PH_Band_2024_07_31_15_16_44.fil,0 days 00:00:09.641472,2024-07-31,600.0,./2024-07-31/PH_Band/CRAB_PH_Band_2024_07_31_15_16_44.fil
CRAB_PH_Band_2024_07_31_15_16_44_tcand_70.2412800_dm_56.9_snr_26.0.h5,PH,2024-07-31 15:17:54.241280,56.9,26.0,CRAB_PH_Band_2024_07_31_15_16_44.fil,0 days 00:00:07.679040,2024-07-31,600.0,./2024-07-31/PH_Band/CRAB_PH_Band_2024_07_31_15_16_44.fil
CRAB_PH_Band_2024_07_31_15_16_44_tcand_70.8299520_dm_56.9_snr_23.7.h5,PH,2024-07-31 15:17:54.829952,56.9,23.0,CRAB_PH_Band_2024_07_31_15_16_44.fil,0 days 00:00:00.588672,2024-07-31,600.0,./2024-07-31/PH_Band/CRAB_PH_Band_2024_07_31_15_16_44.fil
CRAB_PH_Band_2024_07_31_15_16_44_tcand_73.8270720_dm_56.9_snr_16.8.h5,PH,2024-07-31 15:17:57.827072,56.9,16.0,CRAB_PH_Band_2024_07_31_15_16_44.fil,0 days 00:00:02.997120,2024-07-31,600.0,./2024-07-31/PH_Band/CRAB_PH_Band_2024_07_31_15_16_44.fil
CRAB_PH_Band_2024_07_31_15_16_44_tcand_137.0530560_dm_56.9_snr_106.8.h5,PH,2024-07-31 15:19:01.053056,56.9,106.0,CRAB_PH_Band_2024_07_31_15_16_44.fil,0 days 00:00:08.849472,2024-07-31,600.0,./2024-07-31/PH_Band/CRAB_PH_Band_2024_07_31_15_16_44.fil
CRAB_PH_Band_2024_07_31_15_16_44_tcand_138.0142080_dm_56.9_snr_63.2.h5,PH,2024-07-31 15:19:02.014208,56.9,63.0,CRAB_PH_Band_2024_07_31_15_16_44.fil,0 days 00:00:00.961152,2024-07-31,600.0,./2024-07-31/PH_Band/CRAB_PH_Band_2024_07_31_15_16_44.fil
CRAB_PH_Band_2024_07_31_15_16_44_tcand_170.4760320_dm_56.9_snr_21.8.h5,PH,2024-07-31 15:19:34.476032,56.9,21.0,CRAB_PH_Band_2024_07_31_15_16_44.fil,0 days 00:00:09.607872,2024-07-31,600.0,./2024-07-31/PH_Band/CRAB_PH_Band_2024_07_31_15_16_44.fil
CRAB_PH_Band_2024_07_31_15_16_44_tcand_171.6936960_dm_56.9_snr_17.1.h5,PH,2024-07-31 15:19:35.693696,56.9,17.0,CRAB_PH_Band_2024_07_31_15_16_44.fil,0 days 00:00:01.217664,2024-07-31,600.0,./2024-07-31/PH_Band/CRAB_PH_Band_2024_07_31_15_16_44.fil
CRAB_PH_Band_2024_07_31_15_16_44_tcand_181.9440000_dm_56.9_snr_53.2.h5,PH,2024-07-31 15:19:45.944000,56.9,53.0,CRAB_PH_Band_2024_07_31_15_16_44.fil,0 days 00:00:04.093248,2024-07-31,600.0,./2024-07-31/PH_Band/CRAB_PH_Band_2024_07_31_15_16_44.fil
CRAB_PH_Band_2024_07_31_15_16_44_tcand_244.7640960_dm_56.9_snr_19.6.h5,PH,2024-07-31 15:20:48.764096,56.9,19.0,CRAB_PH_Band_2024_07_31_15_16_44.fil,0 days 00:00:17.963136,2024-07-31,600.0,./2024-07-31/PH_Band/CRAB_PH_Band_2024_07_31_15_16_44.fil
CRAB_PH_Band_2024_07_31_15_16_44_tcand_255.9949440_dm_56.9_snr_23.5.h5,PH,2024-07-31 15:20:59.994944,56.9,23.0,CRAB_PH_Band_2024_07_31_15_16_44.fil,0 days 00:00:08.423424,2024-07-31,600.0,./2024-07-31/PH_Band/CRAB_PH_Band_2024_07_31_15_16_44.fil
CRAB_PH_Band_2024_07_31_15_16_44_tcand_282.2463360_dm_56.9_snr_18.2.h5,PH,2024-07-31 15:21:26.246336,56.9,18.0,CRAB_PH_Band_2024_07_31_15_16_44.fil,0 days 00:00:03.450624,2024-07-31,600.0,./2024-07-31/PH_Band/CRAB_PH_Band_2024_07_31_15_16_44.fil
CRAB_PH_Band_2024_07_31_15_16_44_tcand_287.3207040_dm_56.9_snr_53.8.h5,PH,2024-07-31 15:21:31.320704,56.9,53.0,CRAB_PH_Band_2024_07_31_15_16_44.fil,0 days 00:00:05.074368,2024-07-31,600.0,./2024-07-31/PH_Band/CRAB_PH_Band_2024_07_31_15_16_44.fil
CRAB_PH_Band_2024_07_31_15_16_44_tcand_352.0010880_dm_56.9_snr_24.9.h5,PH,2024-07-31 15:22:36.001088,56.9,24.0,CRAB_PH_Band_2024_07_31_15_16_44.fil,0 days 00:00:09.810432,2024-07-31,600.0,./2024-07-31/PH_Band/CRAB_PH_Band_2024_07_31_15_16_44.fil
CRAB_PH_Band_2024_07_31_15_16_44_tcand_386.0666880_dm_56.9_snr_22.5.h5,PH,2024-07-31 15:23:10.066688,56.9,22.0,CRAB_PH_Band_2024_07_31_15_16_44.fil,0 days 00:00:01.081728,2024-07-31,600.0,./2024-07-31/PH_Band/CRAB_PH_Band_2024_07_31_15_16_44.fil
CRAB_PH_Band_2024_07_31_15_16_44_tcand_405.0109440_dm_56.9_snr_163.8.h5,PH,2024-07-31 15:23:29.010944,56.9,163.0,CRAB_PH_Band_2024_07_31_15_16_44.fil,0 days 00:00:01.420800,2024-07-31,600.0,./2024-07-31/PH_Band/CRAB_PH_Band_2024_07_31_15_16_44.fil
CRAB_PH_Band_2024_07_31_15_16_44_tcand_416.6280960_dm_56.9_snr_27.2.h5,PH,2024-07-31 15:23:40.628096,56.9,27.0,CRAB_PH_Band_2024_07_31_15_16_44.fil,0 days 00:00:01.468608,2024-07-31,600.0,./2024-07-31/PH_Band/CRAB_PH_Band_2024_07_31_15_16_44.fil
CRAB_PH_Band_2024_07_31_15_16_44_tcand_427.9607040_dm_56.9_snr_20.3.h5,PH,2024-07-31 15:23:51.960704,56.9,20.0,CRAB_PH_Band_2024_07_31_15_16_44.fil,0 days 00:00:06.813312,2024-07-31,600.0,./2024-07-31/PH_Band/CRAB_PH_Band_2024_07_31_15_16_44.fil
CRAB_PH_Band_2024_07_31_15_16_44_tcand_429.9903360_dm_56.9_snr_18.8.h5,PH,2024-07-31 15:23:53.990336,56.9,18.0,CRAB_PH_Band_2024_07_31_15_16_44.fil,0 days 00:00:02.029632,2024-07-31,600.0,./2024-07-31/PH_Band/CRAB_PH_Band_2024_07_31_15_16_44.fil
CRAB_PH_Band_2024_07_31_15_16_44_tcand_433.5421440_dm_56.9_snr_23.9.h5,PH,2024-07-31 15:23:57.542144,56.9,23.0,CRAB_PH_Band_2024_07_31_15_16_44.fil,0 days 00:00:03.551808,2024-07-31,600.0,./2024-07-31/PH_Band/CRAB_PH_Band_2024_07_31_15_16_44.fil
CRAB_PH_Band_2024_07_31_15_16_44_tcand_509.5624320_dm_52.9_snr_22.7.h5,PH,2024-07-31 15:25:13.562432,52.9,22.0,CRAB_PH_Band_2024_07_31_15_16_44.fil,0 days 00:01:11.196288,2024-07-31,600.0,./2024-07-31/PH_Band/CRAB_PH_Band_2024_07_31_15_16_44.fil
CRAB_PH_Band_2024_07_31_15_16_44_tcand_522.5998080_dm_56.9_snr_16.2.h5,PH,2024-07-31 15:25:26.599808,56.9,16.0,CRAB_PH_Band_2024_07_31_15_16_44.fil,0 days 00:00:13.037376,2024-07-31,600.0,./2024-07-31/PH_Band/CRAB_PH_Band_2024_07_31_15_16_44.fil
CRAB_PH_Band_2024_07_31_15_16_44_tcand_522.9041280_dm_56.9_snr_42.6.h5,PH,2024-07-31 15:25:26.904128,56.9,42.0,CRAB_PH_Band_2024_07_31_15_16_44.fil,0 days 00:00:00.304320,2024-07-31,600.0,./2024-07-31/PH_Band/CRAB_PH_Band_2024_07_31_15_16_44.fil
CRAB_PH_Band_2024_07_31_15_26_45_tcand_73.8629760_dm_56.9_snr_46.0.h5,PH,2024-07-31 15:27:58.862976,56.9,46.0,CRAB_PH_Band_2024_07_31_15_26_45.fil,0 days 00:00:00.304128,2024-07-31,600.0,./2024-07-31/PH_Band/CRAB_PH_Band_2024_07_31_15_26_45.fil
CRAB_PH_Band_2024_07_31_15_26_45_tcand_77.9902080_dm_56.9_snr_21.2.h5,PH,2024-07-31 15:28:02.990208,56.9,21.0,CRAB_PH_Band_2024_07_31_15_26_45.fil,0 days 00:00:04.127232,2024-07-31,600.0,./2024-07-31/PH_Band/CRAB_PH_Band_2024_07_31_15_26_45.fil
CRAB_PH_Band_2024_07_31_15_26_45_tcand_90.7098240_dm_56.9_snr_16.2.h5,PH,2024-07-31 15:28:15.709824,56.9,16.0,CRAB_PH_Band_2024_07_31_15_26_45.fil,0 days 00:00:02.096640,2024-07-31,600.0,./2024-07-31/PH_Band/CRAB_PH_Band_2024_07_31_15_26_45.fil
CRAB_PH_Band_2024_07_31_15_26_45_tcand_99.2010240_dm_56.9_snr_21.0.h5,PH,2024-07-31 15:28:24.201024,56.9,21.0,CRAB_PH_Band_2024_07_31_15_26_45.fil,0 days 00:00:02.672640,2024-07-31,600.0,./2024-07-31/PH_Band/CRAB_PH_Band_2024_07_31_15_26_45.fil
CRAB_PH_Band_2024_07_31_15_26_45_tcand_110.6012160_dm_56.9_snr_22.2.h5,PH,2024-07-31 15:28:35.601216,56.9,22.0,CRAB_PH_Band_2024_07_31_15_26_45.fil,0 days 00:00:03.686784,2024-07-31,600.0,./2024-07-31/PH_Band/CRAB_PH_Band_2024_07_31_15_26_45.fil
CRAB_PH_Band_2024_07_31_15_26_45_tcand_113.7607680_dm_56.9_snr_24.6.h5,PH,2024-07-31 15:28:38.760768,56.9,24.0,CRAB_PH_Band_2024_07_31_15_26_45.fil,0 days 00:00:03.159552,2024-07-31,600.0,./2024-07-31/PH_Band/CRAB_PH_Band_2024_07_31_15_26_45.fil
CRAB_PH_Band_2024_07_31_15_26_45_tcand_131.8794240_dm_56.9_snr_19.9.h5,PH,2024-07-31 15:28:56.879424,56.9,19.0,CRAB_PH_Band_2024_07_31_15_26_45.fil,0 days 00:00:01.285440,2024-07-31,600.0,./2024-07-31/PH_Band/CRAB_PH_Band_2024_07_31_15_26_45.fil
CRAB_PH_Band_2024_07_31_15_26_45_tcand_137.7995520_dm_56.9_snr_27.9.h5,PH,2024-07-31 15:29:02.799552,56.9,27.0,CRAB_PH_Band_2024_07_31_15_26_45.fil,0 days 00:00:05.920128,2024-07-31,600.0,./2024-07-31/PH_Band/CRAB_PH_Band_2024_07_31_15_26_45.fil
CRAB_PH_Band_2024_07_31_15_26_45_tcand_139.6940160_dm_56.9_snr_16.6.h5,PH,2024-07-31 15:29:04.694016,56.9,16.0,CRAB_PH_Band_2024_07_31_15_26_45.fil,0 days 00:00:00.473856,2024-07-31,600.0,./2024-07-31/PH_Band/CRAB_PH_Band_2024_07_31_15_26_45.fil
CRAB_PH_Band_2024_07_31_15_26_45_tcand_148.8614400_dm_56.9_snr_36.3.h5,PH,2024-07-31 15:29:13.861440,56.9,36.0,CRAB_PH_Band_2024_07_31_15_26_45.fil,0 days 00:00:05.649216,2024-07-31,600.0,./2024-07-31/PH_Band/CRAB_PH_Band_2024_07_31_15_26_45.fil
CRAB_PH_Band_2024_07_31_15_26_45_tcand_191.5873920_dm_56.9_snr_19.6.h5,PH,2024-07-31 15:29:56.587392,56.9,19.0,CRAB_PH_Band_2024_07_31_15_26_45.fil,0 days 00:00:03.483456,2024-07-31,600.0,./2024-07-31/PH_Band/CRAB_PH_Band_2024_07_31_15_26_45.fil
CRAB_PH_Band_2024_07_31_15_26_45_tcand_372.0975360_dm_56.9_snr_44.1.h5,PH,2024-07-31 15:32:57.097536,56.9,44.0,CRAB_PH_Band_2024_07_31_15_26_45.fil,0 days 00:00:00.662592,2024-07-31,600.0,./2024-07-31/PH_Band/CRAB_PH_Band_2024_07_31_15_26_45.fil
CRAB_PH_Band_2024_07_31_15_26_45_tcand_399.2620800_dm_56.9_snr_25.4.h5,PH,2024-07-31 15:33:24.262080,56.9,25.0,CRAB_PH_Band_2024_07_31_15_26_45.fil,0 days 00:00:04.059264,2024-07-31,600.0,./2024-07-31/PH_Band/CRAB_PH_Band_2024_07_31_15_26_45.fil
CRAB_PH_Band_2024_07_31_15_26_45_tcand_407.5503360_dm_56.9_snr_28.1.h5,PH,2024-07-31 15:33:32.550336,56.9,28.0,CRAB_PH_Band_2024_07_31_15_26_45.fil,0 days 00:00:08.288256,2024-07-31,600.0,./2024-07-31/PH_Band/CRAB_PH_Band_2024_07_31_15_26_45.fil
CRAB_PH_Band_2024_07_31_15_26_45_tcand_426.5957760_dm_56.9_snr_16.7.h5,PH,2024-07-31 15:33:51.595776,56.9,16.0,CRAB_PH_Band_2024_07_31_15_26_45.fil,0 days 00:00:03.402432,2024-07-31,600.0,./2024-07-31/PH_Band/CRAB_PH_Band_2024_07_31_15_26_45.fil
CRAB_PH_Band_2024_07_31_15_26_45_tcand_443.3410560_dm_56.9_snr_50.1.h5,PH,2024-07-31 15:34:08.341056,56.9,50.0,CRAB_PH_Band_2024_07_31_15_26_45.fil,0 days 00:00:02.063424,2024-07-31,600.0,./2024-07-31/PH_Band/CRAB_PH_Band_2024_07_31_15_26_45.fil
CRAB_PH_Band_2024_07_31_15_26_45_tcand_478.5229440_dm_56.9_snr_25.5.h5,PH,2024-07-31 15:34:43.522944,56.9,25.0,CRAB_PH_Band_2024_07_31_15_26_45.fil,0 days 00:00:06.210816,2024-07-31,600.0,./2024-07-31/PH_Band/CRAB_PH_Band_2024_07_31_15_26_45.fil
CRAB_PH_Band_2024_07_31_15_26_45_tcand_489.1927680_dm_56.9_snr_44.3.h5,PH,2024-07-31 15:34:54.192768,56.9,44.0,CRAB_PH_Band_2024_07_31_15_26_45.fil,0 days 00:00:02.719872,2024-07-31,600.0,./2024-07-31/PH_Band/CRAB_PH_Band_2024_07_31_15_26_45.fil
CRAB_PH_Band_2024_07_31_15_26_45_tcand_505.5185280_dm_56.9_snr_78.7.h5,PH,2024-07-31 15:35:10.518528,56.9,78.0,CRAB_PH_Band_2024_07_31_15_26_45.fil,0 days 00:00:06.055488,2024-07-31,600.0,./2024-07-31/PH_Band/CRAB_PH_Band_2024_07_31_15_26_45.fil
CRAB_PH_Band_2024_07_31_15_26_45_tcand_548.8531200_dm_56.9_snr_20.0.h5,PH,2024-07-31 15:35:53.853120,56.9,20.0,CRAB_PH_Band_2024_07_31_15_26_45.fil,0 days 00:00:01.522368,2024-07-31,600.0,./2024-07-31/PH_Band/CRAB_PH_Band_2024_07_31_15_26_45.fil
CRAB_PH_Band_2024_07_31_15_26_45_tcand_559.3397760_dm_56.9_snr_25.3.h5,PH,2024-07-31 15:36:04.339776,56.9,25.0,CRAB_PH_Band_2024_07_31_15_26_45.fil,0 days 00:00:00.642624,2024-07-31,600.0,./2024-07-31/PH_Band/CRAB_PH_Band_2024_07_31_15_26_45.fil
CRAB_PH_Band_2024_07_31_15_26_45_tcand_595.6051200_dm_56.4_snr_16.9.h5,PH,2024-07-31 15:36:40.605120,56.4,16.0,CRAB_PH_Band_2024_07_31_15_26_45.fil,0 days 00:00:04.838208,2024-07-31,600.0,./2024-07-31/PH_Band/CRAB_PH_Band_2024_07_31_15_26_45.fil
CRAB_PH_Band_2024_07_31_15_36_46_tcand_40.9837440_dm_56.9_snr_58.2.h5,PH,2024-07-31 15:37:26.983744,56.9,58.0,CRAB_PH_Band_2024_07_31_15_36_46.fil,0 days 00:00:01.589952,2024-07-31,600.0,./2024-07-31/PH_Band/CRAB_PH_Band_2024_07_31_15_36_46.fil
CRAB_PH_Band_2024_07_31_15_36_46_tcand_49.8130560_dm_56.9_snr_18.3.h5,PH,2024-07-31 15:37:35.813056,56.9,18.0,CRAB_PH_Band_2024_07_31_15_36_46.fil,0 days 00:00:03.416832,2024-07-31,600.0,./2024-07-31/PH_Band/CRAB_PH_Band_2024_07_31_15_36_46.fil
CRAB_PH_Band_2024_07_31_15_36_46_tcand_68.4188160_dm_56.9_snr_35.6.h5,PH,2024-07-31 15:37:54.418816,56.9,35.0,CRAB_PH_Band_2024_07_31_15_36_46.fil,0 days 00:00:00.135168,2024-07-31,600.0,./2024-07-31/PH_Band/CRAB_PH_Band_2024_07_31_15_36_46.fil
CRAB_PH_Band_2024_07_31_15_36_46_tcand_138.9519360_dm_56.9_snr_24.5.h5,PH,2024-07-31 15:39:04.951936,56.9,24.0,CRAB_PH_Band_2024_07_31_15_36_46.fil,0 days 00:00:23.003904,2024-07-31,600.0,./2024-07-31/PH_Band/CRAB_PH_Band_2024_07_31_15_36_46.fil
CRAB_PH_Band_2024_07_31_15_36_46_tcand_165.5412480_dm_56.9_snr_17.4.h5,PH,2024-07-31 15:39:31.541248,56.9,17.0,CRAB_PH_Band_2024_07_31_15_36_46.fil,0 days 00:00:04.295616,2024-07-31,600.0,./2024-07-31/PH_Band/CRAB_PH_Band_2024_07_31_15_36_46.fil
CRAB_PH_Band_2024_07_31_15_36_46_tcand_165.9133440_dm_56.9_snr_16.8.h5,PH,2024-07-31 15:39:31.913344,56.9,16.0,CRAB_PH_Band_2024_07_31_15_36_46.fil,0 days 00:00:00.372096,2024-07-31,600.0,./2024-07-31/PH_Band/CRAB_PH_Band_2024_07_31_15_36_46.fil
CRAB_PH_Band_2024_07_31_15_36_46_tcand_273.2522880_dm_56.9_snr_19.9.h5,PH,2024-07-31 15:41:19.252288,56.9,19.0,CRAB_PH_Band_2024_07_31_15_36_46.fil,0 days 00:00:02.286528,2024-07-31,600.0,./2024-07-31/PH_Band/CRAB_PH_Band_2024_07_31_15_36_46.fil
CRAB_PH_Band_2024_07_31_15_36_46_tcand_283.9082880_dm_56.9_snr_19.5.h5,PH,2024-07-31 15:41:29.908288,56.9,19.0,CRAB_PH_Band_2024_07_31_15_36_46.fil,0 days 00:00:01.353408,2024-07-31,600.0,./2024-07-31/PH_Band/CRAB_PH_Band_2024_07_31_15_36_46.fil
CRAB_PH_Band_2024_07_31_15_36_46_tcand_382.7896320_dm_56.9_snr_50.9.h5,PH,2024-07-31 15:43:08.789632,56.9,50.0,CRAB_PH_Band_2024_07_31_15_36_46.fil,0 days 00:00:01.657728,2024-07-31,600.0,./2024-07-31/PH_Band/CRAB_PH_Band_2024_07_31_15_36_46.fil
CRAB_PH_Band_2024_07_31_15_36_46_tcand_414.0812160_dm_56.9_snr_21.4.h5,PH,2024-07-31 15:43:40.081216,56.9,21.0,CRAB_PH_Band_2024_07_31_15_36_46.fil,0 days 00:00:00.405888,2024-07-31,600.0,./2024-07-31/PH_Band/CRAB_PH_Band_2024_07_31_15_36_46.fil
CRAB_PH_Band_2024_07_31_15_36_46_tcand_421.6590720_dm_56.9_snr_69.6.h5,PH,2024-07-31 15:43:47.659072,56.9,69.0,CRAB_PH_Band_2024_07_31_15_36_46.fil,0 days 00:00:01.251840,2024-07-31,600.0,./2024-07-31/PH_Band/CRAB_PH_Band_2024_07_31_15_36_46.fil
CRAB_PH_Band_2024_07_31_15_36_46_tcand_544.6604160_dm_56.9_snr_46.2.h5,PH,2024-07-31 15:45:50.660416,56.9,46.0,CRAB_PH_Band_2024_07_31_15_36_46.fil,0 days 00:00:00.168576,2024-07-31,600.0,./2024-07-31/PH_Band/CRAB_PH_Band_2024_07_31_15_36_46.fil
CRAB_PH_Band_2024_07_31_15_36_46_tcand_563.5029120_dm_56.9_snr_23.4.h5,PH,2024-07-31 15:46:09.502912,56.9,23.0,CRAB_PH_Band_2024_07_31_15_36_46.fil,0 days 00:00:15.087360,2024-07-31,600.0,./2024-07-31/PH_Band/CRAB_PH_Band_2024_07_31_15_36_46.fil
CRAB_PH_Band_2024_07_31_15_36_46_tcand_572.5353600_dm_56.9_snr_26.1.h5,PH,2024-07-31 15:46:18.535360,56.9,26.0,CRAB_PH_Band_2024_07_31_15_36_46.fil,0 days 00:00:03.653760,2024-07-31,600.0,./2024-07-31/PH_Band/CRAB_PH_Band_2024_07_31_15_36_46.fil
CRAB_PH_Band_2024_07_31_15_46_47_tcand_2.0626560_dm_56.9_snr_23.2.h5,PH,2024-07-31 15:46:49.062656,56.9,23.0,CRAB_PH_Band_2024_07_31_15_46_47.fil,,2024-07-31,600.0,./2024-07-31/PH_Band/CRAB_PH_Band_2024_07_31_15_46_47.fil
