filename,band,candidate_time,dm,snr,fil_file,wait_time,date,obs_time,file_path
CRAB_L1_Band_2024_07_19_16_36_45_tcand_5.7089600_dm_56.4_snr_20.3.h5,L1,2024-07-19 16:36:50.708960,56.4,20.0,CRAB_L1_Band_2024_07_19_16_36_45.fil,,2024-07-19,39.5899264,./2024-07-19/L1_Band/CRAB_L1_Band_2024_07_19_16_36_45.fil
CRAB_L1_Band_2024_07_19_16_44_51_tcand_40.3533700_dm_57.4_snr_16.1.h5,L1,2024-07-19 16:45:31.353370,57.4,16.0,CRAB_L1_Band_2024_07_19_16_44_51.fil,0 days 00:00:01.589383,2024-07-19,599.9998912,./2024-07-19/L1_Band/CRAB_L1_Band_2024_07_19_16_44_51.fil
CRAB_L1_Band_2024_07_19_16_44_51_tcand_243.3606140_dm_57.4_snr_17.3.h5,L1,2024-07-19 16:48:54.360614,57.4,17.0,CRAB_L1_Band_2024_07_19_16_44_51.fil,0 days 00:00:58.456179,2024-07-19,599.9998912,./2024-07-19/L1_Band/CRAB_L1_Band_2024_07_19_16_44_51.fil
CRAB_L1_Band_2024_07_19_16_56_53_tcand_73.2605890_dm_56.4_snr_18.4.h5,L1,2024-07-19 16:58:06.260589,56.4,18.0,CRAB_L1_Band_2024_07_19_16_56_53.fil,0 days 00:00:02.807955,2024-07-19,99.0883008,./2024-07-19/L1_Band/CRAB_L1_Band_2024_07_19_16_56_53.fil
CRAB_L1_Band_2024_07_19_17_12_24_tcand_20.5593980_dm_56.4_snr_16.6.h5,L1,2024-07-19 17:12:44.559398,56.4,16.0,CRAB_L1_Band_2024_07_19_17_12_24.fil,0 days 00:00:00.845977,2024-07-19,128.17136,./2024-07-19/L1_Band/CRAB_L1_Band_2024_07_19_17_12_24.fil
CRAB_L1_Band_2024_07_19_17_20_54_tcand_57.9577980_dm_56.4_snr_38.3.h5,L1,2024-07-19 17:21:51.957798,56.4,38.0,CRAB_L1_Band_2024_07_19_17_20_54.fil,0 days 00:00:09.742630,2024-07-19,599.9998912,./2024-07-19/L1_Band/CRAB_L1_Band_2024_07_19_17_20_54.fil
CRAB_L1_Band_2024_07_19_17_20_54_tcand_422.8021060_dm_56.4_snr_20.8.h5,L1,2024-07-19 17:27:56.802106,56.4,20.0,CRAB_L1_Band_2024_07_19_17_20_54.fil,0 days 00:00:47.326733,2024-07-19,599.9998912,./2024-07-19/L1_Band/CRAB_L1_Band_2024_07_19_17_20_54.fil
CRAB_L1_Band_2024_07_19_17_20_54_tcand_535.8246340_dm_56.4_snr_20.1.h5,L1,2024-07-19 17:29:49.824634,56.4,20.0,CRAB_L1_Band_2024_07_19_17_20_54.fil,0 days 00:00:08.288160,2024-07-19,599.9998912,./2024-07-19/L1_Band/CRAB_L1_Band_2024_07_19_17_20_54.fil
CRAB_L1_Band_2024_07_19_17_38_16_tcand_80.2448640_dm_56.4_snr_35.9.h5,L1,2024-07-19 17:39:36.244864,56.4,35.0,CRAB_L1_Band_2024_07_19_17_38_16.fil,,2024-07-19,599.9998912,./2024-07-19/L1_Band/CRAB_L1_Band_2024_07_19_17_38_16.fil
CRAB_L1_Band_2024_07_19_17_38_16_tcand_316.0321540_dm_56.4_snr_19.7.h5,L1,2024-07-19 17:43:32.032154,56.4,19.0,CRAB_L1_Band_2024_07_19_17_38_16.fil,0 days 00:00:36.264544,2024-07-19,599.9998912,./2024-07-19/L1_Band/CRAB_L1_Band_2024_07_19_17_38_16.fil
CRAB_L1_Band_2024_07_19_17_38_16_tcand_586.4598850_dm_57.4_snr_51.2.h5,L1,2024-07-19 17:48:02.459885,57.4,51.0,CRAB_L1_Band_2024_07_19_17_38_16.fil,0 days 00:01:29.105011,2024-07-19,599.9998912,./2024-07-19/L1_Band/CRAB_L1_Band_2024_07_19_17_38_16.fil
CRAB_L1_Band_2024_07_19_17_48_45_tcand_72.9752900_dm_56.4_snr_18.8.h5,L1,2024-07-19 17:49:57.975290,56.4,18.0,CRAB_L1_Band_2024_07_19_17_48_45.fil,0 days 00:00:29.431252,2024-07-19,91.0074688,./2024-07-19/L1_Band/CRAB_L1_Band_2024_07_19_17_48_45.fil
CRAB_L1_Band_2024_07_19_17_59_30_tcand_33.2415230_dm_56.4_snr_21.3.h5,L1,2024-07-19 18:00:03.241523,56.4,21.0,CRAB_L1_Band_2024_07_19_17_59_30.fil,0 days 00:00:29.769721,2024-07-19,44.4800896,./2024-07-19/L1_Band/CRAB_L1_Band_2024_07_19_17_59_30.fil
CRAB_L1_Band_2024_07_22_13_08_50_tcand_57.9671230_dm_56.4_snr_18.7.h5,L1,2024-07-22 13:09:47.967123,56.4,18.0,CRAB_L1_Band_2024_07_22_13_08_50.fil,0 days 00:00:17.035814,2024-07-22,599.9998912,./2024-07-22/L1_Band/CRAB_L1_Band_2024_07_22_13_08_50.fil
CRAB_L1_Band_2024_07_22_13_08_50_tcand_109.4884290_dm_56.4_snr_16.8.h5,L1,2024-07-22 13:10:39.488429,56.4,16.0,CRAB_L1_Band_2024_07_22_13_08_50.fil,0 days 00:00:51.521306,2024-07-22,599.9998912,./2024-07-22/L1_Band/CRAB_L1_Band_2024_07_22_13_08_50.fil
CRAB_L1_Band_2024_07_22_13_08_50_tcand_324.3693180_dm_56.4_snr_21.2.h5,L1,2024-07-22 13:14:14.369318,56.4,21.0,CRAB_L1_Band_2024_07_22_13_08_50.fil,0 days 00:01:36.040281,2024-07-22,599.9998912,./2024-07-22/L1_Band/CRAB_L1_Band_2024_07_22_13_08_50.fil
CRAB_L1_Band_2024_07_22_13_08_50_tcand_359.1450690_dm_56.4_snr_17.1.h5,L1,2024-07-22 13:14:49.145069,56.4,17.0,CRAB_L1_Band_2024_07_22_13_08_50.fil,0 days 00:00:14.715725,2024-07-22,599.9998912,./2024-07-22/L1_Band/CRAB_L1_Band_2024_07_22_13_08_50.fil
CRAB_L1_Band_2024_07_22_13_08_50_tcand_390.9104960_dm_56.4_snr_49.8.h5,L1,2024-07-22 13:15:20.910496,56.4,49.0,CRAB_L1_Band_2024_07_22_13_08_50.fil,0 days 00:00:16.237850,2024-07-22,599.9998912,./2024-07-22/L1_Band/CRAB_L1_Band_2024_07_22_13_08_50.fil
CRAB_L1_Band_2024_07_22_13_44_52_tcand_336.3790660_dm_56.4_snr_23.4.h5,L1,2024-07-22 13:50:28.379066,56.4,23.0,CRAB_L1_Band_2024_07_22_13_44_52.fil,0 days 00:00:04.025536,2024-07-22,599.9998912,./2024-07-22/L1_Band/CRAB_L1_Band_2024_07_22_13_44_52.fil
CRAB_L1_Band_2024_07_22_13_44_52_tcand_551.6319550_dm_56.4_snr_16.3.h5,L1,2024-07-22 13:54:03.631955,56.4,16.0,CRAB_L1_Band_2024_07_22_13_44_52.fil,0 days 00:00:19.891187,2024-07-22,599.9998912,./2024-07-22/L1_Band/CRAB_L1_Band_2024_07_22_13_44_52.fil
CRAB_L1_Band_2024_07_22_13_55_17_tcand_218.4145920_dm_56.4_snr_21.9.h5,L1,2024-07-22 13:58:55.414592,56.4,21.0,CRAB_L1_Band_2024_07_22_13_55_17.fil,0 days 00:00:27.186752,2024-07-22,308.0806784,./2024-07-22/L1_Band/CRAB_L1_Band_2024_07_22_13_55_17.fil
CRAB_L1_Band_2024_07_22_14_01_25_tcand_179.4587520_dm_56.4_snr_30.4.h5,L1,2024-07-22 14:04:24.458752,56.4,30.0,CRAB_L1_Band_2024_07_22_14_01_25.fil,0 days 00:00:09.763066,2024-07-22,599.9998912,./2024-07-22/L1_Band/CRAB_L1_Band_2024_07_22_14_01_25.fil
CRAB_L1_Band_2024_07_22_14_01_25_tcand_211.4608700_dm_56.4_snr_17.6.h5,L1,2024-07-22 14:04:56.460870,56.4,17.0,CRAB_L1_Band_2024_07_22_14_01_25.fil,0 days 00:00:32.002118,2024-07-22,599.9998912,./2024-07-22/L1_Band/CRAB_L1_Band_2024_07_22_14_01_25.fil
CRAB_L1_Band_2024_07_22_14_01_25_tcand_482.3284540_dm_56.4_snr_106.8.h5,L1,2024-07-22 14:09:27.328454,56.4,106.0,CRAB_L1_Band_2024_07_22_14_01_25.fil,0 days 00:01:31.439385,2024-07-22,599.9998912,./2024-07-22/L1_Band/CRAB_L1_Band_2024_07_22_14_01_25.fil
CRAB_L1_Band_2024_07_22_14_17_32_tcand_26.8155460_dm_57.4_snr_16.6.h5,L1,2024-07-22 14:17:58.815546,57.4,16.0,CRAB_L1_Band_2024_07_22_14_17_32.fil,0 days 00:00:09.451776,2024-07-22,90.7515328,./2024-07-22/L1_Band/CRAB_L1_Band_2024_07_22_14_17_32.fil
CRAB_L1_Band_2024_07_22_14_17_32_tcand_67.7347520_dm_56.4_snr_26.1.h5,L1,2024-07-22 14:18:39.734752,56.4,26.0,CRAB_L1_Band_2024_07_22_14_17_32.fil,0 days 00:00:01.623507,2024-07-22,90.7515328,./2024-07-22/L1_Band/CRAB_L1_Band_2024_07_22_14_17_32.fil
CRAB_L1_Band_2024_07_22_14_17_32_tcand_76.6994560_dm_56.4_snr_192.5.h5,L1,2024-07-22 14:18:48.699456,56.4,192.0,CRAB_L1_Band_2024_07_22_14_17_32.fil,0 days 00:00:08.964704,2024-07-22,90.7515328,./2024-07-22/L1_Band/CRAB_L1_Band_2024_07_22_14_17_32.fil
CRAB_L1_Band_2024_07_22_14_20_04_tcand_19.3751490_dm_56.4_snr_17.9.h5,L1,2024-07-22 14:20:23.375149,56.4,17.0,CRAB_L1_Band_2024_07_22_14_20_04.fil,,2024-07-22,599.9998912,./2024-07-22/L1_Band/CRAB_L1_Band_2024_07_22_14_20_04.fil
CRAB_L1_Band_2024_07_22_14_20_04_tcand_203.6068100_dm_56.4_snr_25.7.h5,L1,2024-07-22 14:23:27.606810,56.4,25.0,CRAB_L1_Band_2024_07_22_14_20_04.fil,0 days 00:01:26.872218,2024-07-22,599.9998912,./2024-07-22/L1_Band/CRAB_L1_Band_2024_07_22_14_20_04.fil
CRAB_L1_Band_2024_07_22_14_20_04_tcand_318.7603520_dm_56.4_snr_21.6.h5,L1,2024-07-22 14:25:22.760352,56.4,21.0,CRAB_L1_Band_2024_07_22_14_20_04.fil,0 days 00:01:55.153542,2024-07-22,599.9998912,./2024-07-22/L1_Band/CRAB_L1_Band_2024_07_22_14_20_04.fil
CRAB_L1_Band_2024_07_22_14_20_04_tcand_361.3308420_dm_56.4_snr_21.4.h5,L1,2024-07-22 14:26:05.330842,56.4,21.0,CRAB_L1_Band_2024_07_22_14_20_04.fil,0 days 00:00:42.570490,2024-07-22,599.9998912,./2024-07-22/L1_Band/CRAB_L1_Band_2024_07_22_14_20_04.fil
CRAB_L1_Band_2024_07_22_14_20_04_tcand_455.0230590_dm_56.4_snr_21.3.h5,L1,2024-07-22 14:27:39.023059,56.4,21.0,CRAB_L1_Band_2024_07_22_14_20_04.fil,0 days 00:00:38.294176,2024-07-22,599.9998912,./2024-07-22/L1_Band/CRAB_L1_Band_2024_07_22_14_20_04.fil
CRAB_L1_Band_2024_07_22_14_30_27_tcand_5.3730690_dm_56.4_snr_40.7.h5,L1,2024-07-22 14:30:32.373069,56.4,40.0,CRAB_L1_Band_2024_07_22_14_30_27.fil,0 days 00:00:03.010522,2024-07-22,89.65775359999999,./2024-07-22/L1_Band/CRAB_L1_Band_2024_07_22_14_30_27.fil
CRAB_L1_Band_2024_07_22_14_36_43_tcand_214.2061310_dm_56.4_snr_21.0.h5,L1,2024-07-22 14:40:17.206131,56.4,21.0,CRAB_L1_Band_2024_07_22_14_36_43.fil,0 days 00:00:37.367449,2024-07-22,286.339808,./2024-07-22/L1_Band/CRAB_L1_Band_2024_07_22_14_36_43.fil
CRAB_L1_Band_2024_07_22_15_14_54_tcand_69.6643900_dm_56.4_snr_22.2.h5,L1,2024-07-22 15:16:03.664390,56.4,22.0,CRAB_L1_Band_2024_07_22_15_14_54.fil,0 days 00:00:21.582944,2024-07-22,599.9998912,./2024-07-22/L1_Band/CRAB_L1_Band_2024_07_22_15_14_54.fil
CRAB_L1_Band_2024_07_22_15_14_54_tcand_348.3263170_dm_56.4_snr_34.8.h5,L1,2024-07-22 15:20:42.326317,56.4,34.0,CRAB_L1_Band_2024_07_22_15_14_54.fil,0 days 00:00:02.551027,2024-07-22,599.9998912,./2024-07-22/L1_Band/CRAB_L1_Band_2024_07_22_15_14_54.fil
CRAB_L1_Band_2024_07_22_15_25_19_tcand_4.4794750_dm_56.4_snr_32.2.h5,L1,2024-07-22 15:25:23.479475,56.4,32.0,CRAB_L1_Band_2024_07_22_15_25_19.fil,,2024-07-22,88.3510912,./2024-07-22/L1_Band/CRAB_L1_Band_2024_07_22_15_25_19.fil
CRAB_L1_Band_2024_07_22_15_27_00_tcand_25.2295360_dm_56.4_snr_31.7.h5,L1,2024-07-22 15:27:25.229536,56.4,31.0,CRAB_L1_Band_2024_07_22_15_27_00.fil,0 days 00:00:13.193402,2024-07-22,100.7314496,./2024-07-22/L1_Band/CRAB_L1_Band_2024_07_22_15_27_00.fil
CRAB_L1_Band_2024_07_22_15_51_01_tcand_91.0336580_dm_56.4_snr_26.4.h5,L1,2024-07-22 15:52:32.033658,56.4,26.0,CRAB_L1_Band_2024_07_22_15_51_01.fil,0 days 00:01:00.283245,2024-07-22,367.3294656,./2024-07-22/L1_Band/CRAB_L1_Band_2024_07_22_15_51_01.fil
CRAB_L1_Band_2024_07_22_15_51_01_tcand_117.9952260_dm_56.4_snr_20.9.h5,L1,2024-07-22 15:52:58.995226,56.4,20.0,CRAB_L1_Band_2024_07_22_15_51_01.fil,0 days 00:00:14.343527,2024-07-22,367.3294656,./2024-07-22/L1_Band/CRAB_L1_Band_2024_07_22_15_51_01.fil
CRAB_L1_Band_2024_07_22_15_57_21_tcand_28.8219650_dm_56.4_snr_34.1.h5,L1,2024-07-22 15:57:49.821965,56.4,34.0,CRAB_L1_Band_2024_07_22_15_57_21.fil,0 days 00:00:11.908167,2024-07-22,599.9998912,./2024-07-22/L1_Band/CRAB_L1_Band_2024_07_22_15_57_21.fil
CRAB_L1_Band_2024_07_22_15_57_21_tcand_76.1143740_dm_57.4_snr_19.6.h5,L1,2024-07-22 15:58:37.114374,57.4,19.0,CRAB_L1_Band_2024_07_22_15_57_21.fil,0 days 00:00:47.292409,2024-07-22,599.9998912,./2024-07-22/L1_Band/CRAB_L1_Band_2024_07_22_15_57_21.fil
CRAB_L1_Band_2024_07_22_16_09_01_tcand_91.3915710_dm_57.4_snr_134.8.h5,L1,2024-07-22 16:10:32.391571,57.4,134.0,CRAB_L1_Band_2024_07_22_16_09_01.fil,0 days 00:01:00.012429,2024-07-22,103.3330688,./2024-07-22/L1_Band/CRAB_L1_Band_2024_07_22_16_09_01.fil
CRAB_L1_Band_2024_07_22_16_19_01_tcand_209.6457090_dm_56.4_snr_20.3.h5,L1,2024-07-22 16:22:30.645709,56.4,20.0,CRAB_L1_Band_2024_07_22_16_19_01.fil,0 days 00:00:14.445107,2024-07-22,227.4306816,./2024-07-22/L1_Band/CRAB_L1_Band_2024_07_22_16_19_01.fil
CRAB_L1_Band_2024_07_22_16_30_29_tcand_131.9856000_dm_56.4_snr_27.6.h5,L1,2024-07-22 16:32:40.985600,56.4,27.0,CRAB_L1_Band_2024_07_22_16_30_29.fil,0 days 00:00:12.415078,2024-07-22,394.5697856,./2024-07-22/L1_Band/CRAB_L1_Band_2024_07_22_16_30_29.fil
CRAB_L1_Band_2024_07_22_16_30_29_tcand_271.1913730_dm_56.4_snr_17.9.h5,L1,2024-07-22 16:35:00.191373,56.4,17.0,CRAB_L1_Band_2024_07_22_16_30_29.fil,0 days 00:00:57.799872,2024-07-22,394.5697856,./2024-07-22/L1_Band/CRAB_L1_Band_2024_07_22_16_30_29.fil
CRAB_L1_Band_2024_07_22_16_42_07_tcand_47.3364540_dm_56.4_snr_16.3.h5,L1,2024-07-22 16:42:54.336454,56.4,16.0,CRAB_L1_Band_2024_07_22_16_42_07.fil,0 days 00:00:07.882432,2024-07-22,108.0311808,./2024-07-22/L1_Band/CRAB_L1_Band_2024_07_22_16_42_07.fil
CRAB_L1_Band_2024_07_22_16_50_14_tcand_65.7729730_dm_56.4_snr_16.7.h5,L1,2024-07-22 16:51:19.772973,56.4,16.0,CRAB_L1_Band_2024_07_22_16_50_14.fil,0 days 00:00:02.841683,2024-07-22,197.0643712,./2024-07-22/L1_Band/CRAB_L1_Band_2024_07_22_16_50_14.fil
CRAB_L1_Band_2024_07_22_16_54_46_tcand_9.6348990_dm_56.4_snr_67.8.h5,L1,2024-07-22 16:54:55.634899,56.4,67.0,CRAB_L1_Band_2024_07_22_16_54_46.fil,0 days 00:00:08.693888,2024-07-22,63.5110144,./2024-07-22/L1_Band/CRAB_L1_Band_2024_07_22_16_54_46.fil
CRAB_L1_Band_2024_07_29_13_25_34_tcand_105.9946050_dm_57.4_snr_20.4.h5,L1,2024-07-29 13:27:19.994605,57.4,20.0,CRAB_L1_Band_2024_07_29_13_25_34.fil,0 days 00:00:28.618803,2024-07-29,373.8657536,./2024-07-29/L1_Band/CRAB_L1_Band_2024_07_29_13_25_34.fil
CRAB_L1_Band_2024_07_29_13_25_34_tcand_188.0968900_dm_57.4_snr_23.6.h5,L1,2024-07-29 13:28:42.096890,57.4,23.0,CRAB_L1_Band_2024_07_29_13_25_34.fil,0 days 00:00:42.725440,2024-07-29,373.8657536,./2024-07-29/L1_Band/CRAB_L1_Band_2024_07_29_13_25_34.fil
CRAB_L1_Band_2024_07_29_13_32_24_tcand_126.0566140_dm_56.4_snr_20.3.h5,L1,2024-07-29 13:34:30.056614,56.4,20.0,CRAB_L1_Band_2024_07_29_13_32_24.fil,0 days 00:01:32.135769,2024-07-29,280.8080192,./2024-07-29/L1_Band/CRAB_L1_Band_2024_07_29_13_32_24.fil
CRAB_L1_Band_2024_07_29_13_32_24_tcand_211.3390530_dm_56.4_snr_35.5.h5,L1,2024-07-29 13:35:55.339053,56.4,35.0,CRAB_L1_Band_2024_07_29_13_32_24.fil,0 days 00:01:11.920595,2024-07-29,280.8080192,./2024-07-29/L1_Band/CRAB_L1_Band_2024_07_29_13_32_24.fil
CRAB_L1_Band_2024_07_29_13_32_24_tcand_251.1214270_dm_56.4_snr_19.8.h5,L1,2024-07-29 13:36:35.121427,56.4,19.0,CRAB_L1_Band_2024_07_29_13_32_24.fil,0 days 00:00:24.173651,2024-07-29,280.8080192,./2024-07-29/L1_Band/CRAB_L1_Band_2024_07_29_13_32_24.fil
CRAB_L1_Band_2024_07_29_13_37_55_tcand_69.2725500_dm_56.4_snr_19.3.h5,L1,2024-07-29 13:39:04.272550,56.4,19.0,CRAB_L1_Band_2024_07_29_13_37_55.fil,0 days 00:00:52.738886,2024-07-29,599.9998912,./2024-07-29/L1_Band/CRAB_L1_Band_2024_07_29_13_37_55.fil
CRAB_L1_Band_2024_07_29_13_37_55_tcand_353.0281980_dm_57.4_snr_21.4.h5,L1,2024-07-29 13:43:48.028198,57.4,21.0,CRAB_L1_Band_2024_07_29_13_37_55.fil,0 days 00:01:18.922131,2024-07-29,599.9998912,./2024-07-29/L1_Band/CRAB_L1_Band_2024_07_29_13_37_55.fil
CRAB_L1_Band_2024_07_29_13_37_55_tcand_370.3624060_dm_56.4_snr_33.1.h5,L1,2024-07-29 13:44:05.362406,56.4,33.0,CRAB_L1_Band_2024_07_29_13_37_55.fil,0 days 00:00:09.282937,2024-07-29,599.9998912,./2024-07-29/L1_Band/CRAB_L1_Band_2024_07_29_13_37_55.fil
CRAB_L1_Band_2024_07_29_13_37_55_tcand_536.2452420_dm_56.4_snr_26.9.h5,L1,2024-07-29 13:46:51.245242,56.4,26.0,CRAB_L1_Band_2024_07_29_13_37_55.fil,0 days 00:00:34.843604,2024-07-29,599.9998912,./2024-07-29/L1_Band/CRAB_L1_Band_2024_07_29_13_37_55.fil
CRAB_L1_Band_2024_07_29_13_37_55_tcand_549.0662460_dm_56.4_snr_20.2.h5,L1,2024-07-29 13:47:04.066246,56.4,20.0,CRAB_L1_Band_2024_07_29_13_37_55.fil,0 days 00:00:04.194771,2024-07-29,599.9998912,./2024-07-29/L1_Band/CRAB_L1_Band_2024_07_29_13_37_55.fil
CRAB_L1_Band_2024_07_29_13_37_55_tcand_580.4733630_dm_56.4_snr_18.0.h5,L1,2024-07-29 13:47:35.473363,56.4,18.0,CRAB_L1_Band_2024_07_29_13_37_55.fil,0 days 00:00:31.407117,2024-07-29,599.9998912,./2024-07-29/L1_Band/CRAB_L1_Band_2024_07_29_13_37_55.fil
CRAB_L1_Band_2024_07_29_13_47_56_tcand_569.4558140_dm_57.4_snr_17.3.h5,L1,2024-07-29 13:57:25.455814,57.4,17.0,CRAB_L1_Band_2024_07_29_13_47_56.fil,0 days 00:00:51.171328,2024-07-29,599.9998912,./2024-07-29/L1_Band/CRAB_L1_Band_2024_07_29_13_47_56.fil
CRAB_L1_Band_2024_07_29_13_58_09_tcand_346.0734850_dm_56.4_snr_21.4.h5,L1,2024-07-29 14:03:55.073485,56.4,21.0,CRAB_L1_Band_2024_07_29_13_58_09.fil,0 days 00:00:24.322848,2024-07-29,599.9998912,./2024-07-29/L1_Band/CRAB_L1_Band_2024_07_29_13_58_09.fil
CRAB_L1_Band_2024_07_29_14_08_10_tcand_14.1137790_dm_56.4_snr_55.5.h5,L1,2024-07-29 14:08:24.113779,56.4,55.0,CRAB_L1_Band_2024_07_29_14_08_10.fil,0 days 00:00:04.634822,2024-07-29,455.879552,./2024-07-29/L1_Band/CRAB_L1_Band_2024_07_29_14_08_10.fil
CRAB_L1_Band_2024_07_29_14_08_10_tcand_235.0494400_dm_56.4_snr_24.2.h5,L1,2024-07-29 14:12:05.049440,56.4,24.0,CRAB_L1_Band_2024_07_29_14_08_10.fil,0 days 00:00:35.181677,2024-07-29,455.879552,./2024-07-29/L1_Band/CRAB_L1_Band_2024_07_29_14_08_10.fil
CRAB_L1_Band_2024_07_29_14_15_59_tcand_94.3334460_dm_56.4_snr_16.3.h5,L1,2024-07-29 14:17:33.333446,56.4,16.0,CRAB_L1_Band_2024_07_29_14_15_59.fil,0 days 00:01:20.884704,2024-07-29,309.0538304,./2024-07-29/L1_Band/CRAB_L1_Band_2024_07_29_14_15_59.fil
CRAB_L1_Band_2024_07_29_14_15_59_tcand_136.8561220_dm_56.4_snr_17.6.h5,L1,2024-07-29 14:18:15.856122,56.4,17.0,CRAB_L1_Band_2024_07_29_14_15_59.fil,0 days 00:00:42.522676,2024-07-29,309.0538304,./2024-07-29/L1_Band/CRAB_L1_Band_2024_07_29_14_15_59.fil
CRAB_L1_Band_2024_07_29_14_21_33_tcand_52.9432380_dm_56.4_snr_20.7.h5,L1,2024-07-29 14:22:25.943238,56.4,20.0,CRAB_L1_Band_2024_07_29_14_21_33.fil,,2024-07-29,339.053696,./2024-07-29/L1_Band/CRAB_L1_Band_2024_07_29_14_21_33.fil
CRAB_L1_Band_2024_07_29_14_21_33_tcand_69.3497280_dm_57.4_snr_16.3.h5,L1,2024-07-29 14:22:42.349728,57.4,16.0,CRAB_L1_Band_2024_07_29_14_21_33.fil,0 days 00:00:16.406490,2024-07-29,339.053696,./2024-07-29/L1_Band/CRAB_L1_Band_2024_07_29_14_21_33.fil
CRAB_L1_Band_2024_07_29_14_21_33_tcand_184.7738880_dm_56.4_snr_22.4.h5,L1,2024-07-29 14:24:37.773888,56.4,22.0,CRAB_L1_Band_2024_07_29_14_21_33.fil,0 days 00:00:12.415475,2024-07-29,339.053696,./2024-07-29/L1_Band/CRAB_L1_Band_2024_07_29_14_21_33.fil
CRAB_L1_Band_2024_07_29_14_21_33_tcand_264.6775040_dm_56.4_snr_72.5.h5,L1,2024-07-29 14:25:57.677504,56.4,72.0,CRAB_L1_Band_2024_07_29_14_21_33.fil,0 days 00:00:20.432422,2024-07-29,339.053696,./2024-07-29/L1_Band/CRAB_L1_Band_2024_07_29_14_21_33.fil
CRAB_L1_Band_2024_07_29_15_08_59_tcand_28.5870590_dm_57.4_snr_17.1.h5,L1,2024-07-29 15:09:27.587059,57.4,17.0,CRAB_L1_Band_2024_07_29_15_08_59.fil,0 days 00:00:04.059264,2024-07-29,599.9998912,./2024-07-29/L1_Band/CRAB_L1_Band_2024_07_29_15_08_59.fil
CRAB_L1_Band_2024_07_29_15_08_59_tcand_208.7929860_dm_56.4_snr_58.5.h5,L1,2024-07-29 15:12:27.792986,56.4,58.0,CRAB_L1_Band_2024_07_29_15_08_59.fil,0 days 00:00:28.281127,2024-07-29,599.9998912,./2024-07-29/L1_Band/CRAB_L1_Band_2024_07_29_15_08_59.fil
CRAB_L1_Band_2024_07_29_15_08_59_tcand_317.9925440_dm_56.4_snr_25.7.h5,L1,2024-07-29 15:14:16.992544,56.4,25.0,CRAB_L1_Band_2024_07_29_15_08_59.fil,0 days 00:00:41.135859,2024-07-29,599.9998912,./2024-07-29/L1_Band/CRAB_L1_Band_2024_07_29_15_08_59.fil
CRAB_L1_Band_2024_07_29_15_08_59_tcand_556.9589950_dm_56.4_snr_17.9.h5,L1,2024-07-29 15:18:15.958995,56.4,17.0,CRAB_L1_Band_2024_07_29_15_08_59.fil,0 days 00:00:35.181875,2024-07-29,599.9998912,./2024-07-29/L1_Band/CRAB_L1_Band_2024_07_29_15_08_59.fil
CRAB_L1_Band_2024_07_29_15_19_24_tcand_259.1326210_dm_56.4_snr_37.5.h5,L1,2024-07-29 15:23:43.132621,56.4,37.0,CRAB_L1_Band_2024_07_29_15_19_24.fil,0 days 00:01:45.579552,2024-07-29,599.9998912,./2024-07-29/L1_Band/CRAB_L1_Band_2024_07_29_15_19_24.fil
CRAB_L1_Band_2024_07_29_15_19_24_tcand_414.4407360_dm_56.4_snr_30.4.h5,L1,2024-07-29 15:26:18.440736,56.4,30.0,CRAB_L1_Band_2024_07_29_15_19_24.fil,0 days 00:00:20.635782,2024-07-29,599.9998912,./2024-07-29/L1_Band/CRAB_L1_Band_2024_07_29_15_19_24.fil
CRAB_L1_Band_2024_07_29_15_19_24_tcand_422.9991170_dm_57.4_snr_20.4.h5,L1,2024-07-29 15:26:26.999117,57.4,20.0,CRAB_L1_Band_2024_07_29_15_19_24.fil,0 days 00:00:08.558381,2024-07-29,599.9998912,./2024-07-29/L1_Band/CRAB_L1_Band_2024_07_29_15_19_24.fil
CRAB_L1_Band_2024_07_29_15_29_25_tcand_117.8321410_dm_56.4_snr_19.0.h5,L1,2024-07-29 15:31:22.832141,56.4,19.0,CRAB_L1_Band_2024_07_29_15_29_25.fil,0 days 00:00:29.025325,2024-07-29,599.9998912,./2024-07-29/L1_Band/CRAB_L1_Band_2024_07_29_15_29_25.fil
CRAB_L1_Band_2024_07_29_15_29_25_tcand_480.7136770_dm_56.4_snr_28.0.h5,L1,2024-07-29 15:37:25.713677,56.4,28.0,CRAB_L1_Band_2024_07_29_15_29_25.fil,0 days 00:00:22.935834,2024-07-29,599.9998912,./2024-07-29/L1_Band/CRAB_L1_Band_2024_07_29_15_29_25.fil
CRAB_L1_Band_2024_07_29_15_57_24_tcand_55.4123260_dm_56.4_snr_17.1.h5,L1,2024-07-29 15:58:19.412326,56.4,17.0,CRAB_L1_Band_2024_07_29_15_57_24.fil,0 days 00:00:00.710470,2024-07-29,599.9998912,./2024-07-29/L1_Band/CRAB_L1_Band_2024_07_29_15_57_24.fil
CRAB_L1_Band_2024_07_29_15_57_24_tcand_80.7162620_dm_56.4_snr_31.4.h5,L1,2024-07-29 15:58:44.716262,56.4,31.0,CRAB_L1_Band_2024_07_29_15_57_24.fil,0 days 00:00:08.660556,2024-07-29,599.9998912,./2024-07-29/L1_Band/CRAB_L1_Band_2024_07_29_15_57_24.fil
