#filename obstime_in_seconds
./2024-07-22/L2_Band/CRAB_L2_Band_2024_07_22_14_01_25.fil 599.9998912
./2024-07-22/L2_Band/CRAB_L2_Band_2024_07_22_16_56_03.fil 28.3025536
./2024-07-22/L2_Band/CRAB_L2_Band_2024_07_22_16_28_00.fil 136.015104
./2024-07-22/L2_Band/CRAB_L2_Band_2024_07_22_13_19_15.fil 66.5257024
./2024-07-22/L2_Band/CRAB_L2_Band_2024_07_22_16_19_01.fil 227.43068159999999
./2024-07-22/L2_Band/CRAB_L2_Band_2024_07_22_15_44_17.fil 54.012416
./2024-07-22/L2_Band/CRAB_L2_Band_2024_07_22_15_27_00.fil 100.7314496
./2024-07-22/L2_Band/CRAB_L2_Band_2024_07_22_15_30_40.fil 471.27797119999997
./2024-07-22/L2_Band/CRAB_L2_Band_2024_07_22_16_13_45.fil 3.4672384
./2024-07-22/L2_Band/CRAB_L2_Band_2024_07_22_16_41_06.fil 47.2834816
./2024-07-22/L2_Band/CRAB_L2_Band_2024_07_22_16_42_07.fil 108.0311808
./2024-07-22/L2_Band/CRAB_L2_Band_2024_07_22_16_27_09.fil 37.4130816
./2024-07-22/L2_Band/CRAB_L2_Band_2024_07_22_16_53_44.fil 47.8820544
./2024-07-22/L2_Band/CRAB_L2_Band_2024_07_22_16_45_16.fil 168.376128
./2024-07-22/L2_Band/CRAB_L2_Band_2024_07_22_16_48_30.fil 90.285888
./2024-07-22/L2_Band/CRAB_L2_Band_2024_07_22_15_39_58.fil 233.5880256
./2024-07-22/L2_Band/CRAB_L2_Band_2024_07_22_14_30_27.fil 89.65775359999999
./2024-07-22/L2_Band/CRAB_L2_Band_2024_07_22_14_32_10.fil 108.0901056
./2024-07-22/L2_Band/CRAB_L2_Band_2024_07_22_16_40_32.fil 20.7042304
./2024-07-22/L2_Band/CRAB_L2_Band_2024_07_22_15_28_54.fil 93.1966144
./2024-07-22/L2_Band/CRAB_L2_Band_2024_07_22_15_45_24.fil 94.4876032
./2024-07-22/L2_Band/CRAB_L2_Band_2024_07_22_14_41_54.fil 79.859968
./2024-07-22/L2_Band/CRAB_L2_Band_2024_07_22_15_51_01.fil 367.3294656
./2024-07-22/L2_Band/CRAB_L2_Band_2024_07_22_15_57_21.fil 599.9998912
./2024-07-22/L2_Band/CRAB_L2_Band_2024_07_22_15_47_11.fil 56.9074688
./2024-07-22/L2_Band/CRAB_L2_Band_2024_07_22_16_16_34.fil 18.8067328
./2024-07-22/L2_Band/CRAB_L2_Band_2024_07_22_16_37_30.fil 68.9332864
./2024-07-22/L2_Band/CRAB_L2_Band_2024_07_22_16_39_17.fil 62.181734399999996
./2024-07-22/L2_Band/CRAB_L2_Band_2024_07_22_16_30_29.fil 394.5697856
./2024-07-22/L2_Band/CRAB_L2_Band_2024_07_22_13_55_17.fil 308.0806784
./2024-07-22/L2_Band/CRAB_L2_Band_2024_07_22_15_48_21.fil 146.5348672
./2024-07-22/L2_Band/CRAB_L2_Band_2024_07_22_14_11_50.fil 197.49728
./2024-07-22/L2_Band/CRAB_L2_Band_2024_07_22_16_10_58.fil 124.1178496
./2024-07-22/L2_Band/CRAB_L2_Band_2024_07_22_14_17_32.fil 90.75153279999999
./2024-07-22/L2_Band/CRAB_L2_Band_2024_07_22_16_44_42.fil 20.6343936
./2024-07-22/L2_Band/CRAB_L2_Band_2024_07_22_14_43_28.fil 54.9395392
./2024-07-22/L2_Band/CRAB_L2_Band_2024_07_22_14_36_43.fil 286.339808
./2024-07-22/L2_Band/CRAB_L2_Band_2024_07_22_15_25_19.fil 88.3510912
./2024-07-22/L2_Band/CRAB_L2_Band_2024_07_22_13_08_50.fil 599.9998912
./2024-07-22/L2_Band/CRAB_L2_Band_2024_07_22_16_09_01.fil 103.33306879999999
./2024-07-22/L2_Band/CRAB_L2_Band_2024_07_22_16_44_20.fil 8.482592
./2024-07-22/L2_Band/CRAB_L2_Band_2024_07_22_16_23_02.fil 74.37519999999999
./2024-07-22/L2_Band/CRAB_L2_Band_2024_07_22_14_20_04.fil 599.9998912
./2024-07-22/L2_Band/CRAB_L2_Band_2024_07_22_14_15_34.fil 105.1129152
./2024-07-22/L2_Band/CRAB_L2_Band_2024_07_22_16_13_15.fil 16.2070976
./2024-07-22/L2_Band/CRAB_L2_Band_2024_07_22_16_54_46.fil 63.5110144
./2024-07-22/L2_Band/CRAB_L2_Band_2024_07_22_14_45_40.fil 68.5257728
./2024-07-22/L2_Band/CRAB_L2_Band_2024_07_22_13_44_52.fil 599.9998912
./2024-07-22/L2_Band/CRAB_L2_Band_2024_07_22_15_39_44.fil 0.1105088
./2024-07-22/L2_Band/CRAB_L2_Band_2024_07_22_16_24_30.fil 145.8779648
./2024-07-22/L2_Band/CRAB_L2_Band_2024_07_22_14_44_36.fil 50.9764992
./2024-07-22/L2_Band/CRAB_L2_Band_2024_07_22_16_50_14.fil 197.0643712
./2024-07-22/L2_Band/CRAB_L2_Band_2024_07_22_14_19_16.fil 32.022752
./2024-07-22/L2_Band/CRAB_L2_Band_2024_07_22_15_14_54.fil 599.9998912
./2024-07-22/L2_Band/CRAB_L2_Band_2024_07_22_16_07_34.fil 61.7081536
./2024-07-22/L2_Band/CRAB_L2_Band_2024_07_22_15_38_44.fil 47.3616512
./2024-07-22/L2_Band/CRAB_L2_Band_2024_07_22_14_01_03.fil 13.1989568
./2024-07-22/L1_Band/CRAB_L1_Band_2024_07_22_16_45_16.fil 168.376128
./2024-07-22/L1_Band/CRAB_L1_Band_2024_07_22_15_51_01.fil 367.3294656
./2024-07-22/L1_Band/CRAB_L1_Band_2024_07_22_13_08_50.fil 599.9998912
./2024-07-22/L1_Band/CRAB_L1_Band_2024_07_22_15_25_19.fil 88.3510912
./2024-07-22/L1_Band/CRAB_L1_Band_2024_07_22_15_39_58.fil 233.5880256
./2024-07-22/L1_Band/CRAB_L1_Band_2024_07_22_14_44_36.fil 50.9764992
./2024-07-22/L1_Band/CRAB_L1_Band_2024_07_22_14_45_40.fil 68.4918464
./2024-07-22/L1_Band/CRAB_L1_Band_2024_07_22_16_42_07.fil 108.0311808
./2024-07-22/L1_Band/CRAB_L1_Band_2024_07_22_14_19_16.fil 32.022752
./2024-07-22/L1_Band/CRAB_L1_Band_2024_07_22_14_41_54.fil 79.859968
./2024-07-22/L1_Band/CRAB_L1_Band_2024_07_22_15_57_21.fil 599.9998912
./2024-07-22/L1_Band/CRAB_L1_Band_2024_07_22_15_39_44.fil 0.1105088
./2024-07-22/L1_Band/CRAB_L1_Band_2024_07_22_16_27_09.fil 37.4130816
./2024-07-22/L1_Band/CRAB_L1_Band_2024_07_22_16_28_00.fil 136.015104
./2024-07-22/L1_Band/CRAB_L1_Band_2024_07_22_15_28_54.fil 93.1966144
./2024-07-22/L1_Band/CRAB_L1_Band_2024_07_22_14_01_03.fil 13.1989568
./2024-07-22/L1_Band/CRAB_L1_Band_2024_07_22_13_44_52.fil 599.9998912
./2024-07-22/L1_Band/CRAB_L1_Band_2024_07_22_16_53_44.fil 47.8820544
./2024-07-22/L1_Band/CRAB_L1_Band_2024_07_22_15_48_21.fil 146.5348672
./2024-07-22/L1_Band/CRAB_L1_Band_2024_07_22_16_10_58.fil 124.1178496
./2024-07-22/L1_Band/CRAB_L1_Band_2024_07_22_16_24_30.fil 145.8779648
./2024-07-22/L1_Band/CRAB_L1_Band_2024_07_22_16_44_42.fil 20.6343936
./2024-07-22/L1_Band/CRAB_L1_Band_2024_07_22_16_13_45.fil 3.4672384
./2024-07-22/L1_Band/CRAB_L1_Band_2024_07_22_16_19_01.fil 227.43068159999999
./2024-07-22/L1_Band/CRAB_L1_Band_2024_07_22_14_01_25.fil 599.9998912
./2024-07-22/L1_Band/CRAB_L1_Band_2024_07_22_16_44_20.fil 8.482592
./2024-07-22/L1_Band/CRAB_L1_Band_2024_07_22_16_17_06.fil 101.8776064
./2024-07-22/L1_Band/CRAB_L1_Band_2024_07_22_14_43_28.fil 54.9395392
./2024-07-22/L1_Band/CRAB_L1_Band_2024_07_22_16_39_17.fil 62.181734399999996
./2024-07-22/L1_Band/CRAB_L1_Band_2024_07_22_16_41_06.fil 47.2834816
./2024-07-22/L1_Band/CRAB_L1_Band_2024_07_22_14_30_27.fil 89.65775359999999
./2024-07-22/L1_Band/CRAB_L1_Band_2024_07_22_16_37_30.fil 68.9332864
./2024-07-22/L1_Band/CRAB_L1_Band_2024_07_22_15_47_11.fil 56.9074688
./2024-07-22/L1_Band/CRAB_L1_Band_2024_07_22_15_30_40.fil 471.27797119999997
./2024-07-22/L1_Band/CRAB_L1_Band_2024_07_22_14_11_50.fil 197.49728
./2024-07-22/L1_Band/CRAB_L1_Band_2024_07_22_16_16_34.fil 18.8067328
./2024-07-22/L1_Band/CRAB_L1_Band_2024_07_22_16_23_02.fil 74.37519999999999
./2024-07-22/L1_Band/CRAB_L1_Band_2024_07_22_14_15_34.fil 105.1129152
./2024-07-22/L1_Band/CRAB_L1_Band_2024_07_22_15_45_24.fil 94.4876032
./2024-07-22/L1_Band/CRAB_L1_Band_2024_07_22_15_14_54.fil 599.9998912
./2024-07-22/L1_Band/CRAB_L1_Band_2024_07_22_14_17_32.fil 90.75153279999999
./2024-07-22/L1_Band/CRAB_L1_Band_2024_07_22_16_14_02.fil 139.0966528
./2024-07-22/L1_Band/CRAB_L1_Band_2024_07_22_15_38_44.fil 47.3616512
./2024-07-22/L1_Band/CRAB_L1_Band_2024_07_22_14_20_04.fil 599.9998912
./2024-07-22/L1_Band/CRAB_L1_Band_2024_07_22_13_19_15.fil 66.5257024
./2024-07-22/L1_Band/CRAB_L1_Band_2024_07_22_15_27_00.fil 100.7314496
./2024-07-22/L1_Band/CRAB_L1_Band_2024_07_22_15_44_17.fil 54.012416
./2024-07-22/L1_Band/CRAB_L1_Band_2024_07_22_16_09_01.fil 103.33306879999999
./2024-07-22/L1_Band/CRAB_L1_Band_2024_07_22_16_13_15.fil 16.2070976
./2024-07-22/L1_Band/CRAB_L1_Band_2024_07_22_16_30_29.fil 394.5697856
./2024-07-22/L1_Band/CRAB_L1_Band_2024_07_22_16_56_03.fil 28.3025536
./2024-07-22/L1_Band/CRAB_L1_Band_2024_07_22_16_54_46.fil 63.5110144
./2024-07-22/L1_Band/CRAB_L1_Band_2024_07_22_16_50_14.fil 197.0643712
./2024-07-22/L1_Band/CRAB_L1_Band_2024_07_22_14_32_10.fil 108.0901056
./2024-07-22/L1_Band/CRAB_L1_Band_2024_07_22_13_55_17.fil 308.0806784
./2024-07-22/L1_Band/CRAB_L1_Band_2024_07_22_14_34_12.fil 137.4235456
./2024-07-22/L1_Band/CRAB_L1_Band_2024_07_22_16_07_34.fil 61.7081536
./2024-07-22/L1_Band/CRAB_L1_Band_2024_07_22_14_36_43.fil 286.339808
./2024-07-22/L1_Band/CRAB_L1_Band_2024_07_22_16_40_32.fil 20.7042304
./2024-07-22/L1_Band/CRAB_L1_Band_2024_07_22_16_48_30.fil 90.285888
./2024-07-19/PV_Band/CRAB_PV_Band_2024_07_19_17_15_01.fil 44.792832000000004
./2024-07-19/PV_Band/CRAB_PV_Band_2024_07_19_17_58_25.fil 11.048448
./2024-07-19/PV_Band/CRAB_PV_Band_2024_07_19_17_31_01.fil 140.861376
./2024-07-19/PV_Band/CRAB_PV_Band_2024_07_19_16_54_59.fil 600.0
./2024-07-19/PV_Band/CRAB_PV_Band_2024_07_19_17_33_28.fil 275.058816
./2024-07-19/PV_Band/CRAB_PV_Band_2024_07_19_17_48_24.fil 600.0
./2024-07-19/PV_Band/CRAB_PV_Band_2024_07_19_18_08_56.fil 137.47296
./2024-07-19/PV_Band/CRAB_PV_Band_2024_07_19_17_58_49.fil 600.0
./2024-07-19/PV_Band/CRAB_PV_Band_2024_07_19_16_44_52.fil 600.0
./2024-07-19/PV_Band/CRAB_PV_Band_2024_07_19_16_35_50.fil 377.411904
./2024-07-19/PV_Band/CRAB_PV_Band_2024_07_19_17_38_16.fil 600.0
./2024-07-19/PV_Band/CRAB_PV_Band_2024_07_19_17_05_00.fil 600.0
./2024-07-19/PV_Band/CRAB_PV_Band_2024_07_19_16_25_42.fil 600.0
./2024-07-19/PV_Band/CRAB_PV_Band_2024_07_19_17_20_54.fil 600.0
./2024-07-19/PH_Band/CRAB_PH_Band_2024_07_19_16_54_59.fil 600.0
./2024-07-19/PH_Band/CRAB_PH_Band_2024_07_19_16_35_50.fil 377.411904
./2024-07-19/PH_Band/CRAB_PH_Band_2024_07_19_17_33_28.fil 275.058816
./2024-07-19/PH_Band/CRAB_PH_Band_2024_07_19_17_05_00.fil 600.0
./2024-07-19/PH_Band/CRAB_PH_Band_2024_07_19_17_38_16.fil 600.0
./2024-07-19/PH_Band/CRAB_PH_Band_2024_07_19_17_15_01.fil 44.792832000000004
./2024-07-19/PH_Band/CRAB_PH_Band_2024_07_19_16_44_51.fil 600.0
./2024-07-19/PH_Band/CRAB_PH_Band_2024_07_19_17_58_49.fil 600.0
./2024-07-19/PH_Band/CRAB_PH_Band_2024_07_19_18_08_56.fil 137.47296
./2024-07-19/PH_Band/CRAB_PH_Band_2024_07_19_17_31_01.fil 140.861376
./2024-07-19/PH_Band/CRAB_PH_Band_2024_07_19_16_25_42.fil 600.0
./2024-07-19/PH_Band/CRAB_PH_Band_2024_07_19_17_20_54.fil 600.0
./2024-07-19/PH_Band/CRAB_PH_Band_2024_07_19_17_58_25.fil 11.048448
./2024-07-19/PH_Band/CRAB_PH_Band_2024_07_19_17_48_24.fil 600.0
./2024-07-19/L2_Band/CRAB_L2_Band_2024_07_19_18_00_42.fil 270.6808896
./2024-07-19/L2_Band/CRAB_L2_Band_2024_07_19_17_00_35.fil 183.5930112
./2024-07-19/L2_Band/CRAB_L2_Band_2024_07_19_17_59_30.fil 44.4800896
./2024-07-19/L2_Band/CRAB_L2_Band_2024_07_19_17_06_34.fil 324.5851776
./2024-07-19/L2_Band/CRAB_L2_Band_2024_07_19_18_05_38.fil 1.2001216
./2024-07-19/L2_Band/CRAB_L2_Band_2024_07_19_16_55_16.fil 83.100832
./2024-07-19/L2_Band/CRAB_L2_Band_2024_07_19_17_52_24.fil 145.126624
./2024-07-19/L2_Band/CRAB_L2_Band_2024_07_19_17_12_24.fil 128.17136
./2024-07-19/L2_Band/CRAB_L2_Band_2024_07_19_18_00_27.fil 1.0691776
./2024-07-19/L2_Band/CRAB_L2_Band_2024_07_19_16_37_38.fil 36.63456
./2024-07-19/L2_Band/CRAB_L2_Band_2024_07_19_16_58_45.fil 109.145792
./2024-07-19/L2_Band/CRAB_L2_Band_2024_07_19_18_05_52.fil 275.3053952
./2024-07-19/L2_Band/CRAB_L2_Band_2024_07_19_17_33_28.fil 256.0681344
./2024-07-19/L2_Band/CRAB_L2_Band_2024_07_19_17_03_52.fil 111.5837312
./2024-07-19/L2_Band/CRAB_L2_Band_2024_07_19_16_39_24.fil 67.6188864
./2024-07-19/L2_Band/CRAB_L2_Band_2024_07_19_17_38_16.fil 599.9998912
./2024-07-19/L2_Band/CRAB_L2_Band_2024_07_19_16_36_45.fil 39.5899264
./2024-07-19/L2_Band/CRAB_L2_Band_2024_07_19_17_05_57.fil 23.0866176
./2024-07-19/L2_Band/CRAB_L2_Band_2024_07_19_17_50_30.fil 100.508448
./2024-07-19/L2_Band/CRAB_L2_Band_2024_07_19_16_33_20.fil 192.16170879999999
./2024-07-19/L2_Band/CRAB_L2_Band_2024_07_19_16_44_51.fil 599.9998912
./2024-07-19/L2_Band/CRAB_L2_Band_2024_07_19_16_56_53.fil 99.0883008
./2024-07-19/L2_Band/CRAB_L2_Band_2024_07_19_16_40_44.fil 10.231488
./2024-07-19/L2_Band/CRAB_L2_Band_2024_07_19_17_15_40.fil 0.220224
./2024-07-19/L2_Band/CRAB_L2_Band_2024_07_19_17_48_45.fil 91.0074688
./2024-07-19/L2_Band/CRAB_L2_Band_2024_07_19_16_25_42.fil 422.9235264
./2024-07-19/L2_Band/CRAB_L2_Band_2024_07_19_17_14_46.fil 40.4851072
./2024-07-19/L2_Band/CRAB_L2_Band_2024_07_19_17_58_49.fil 4.6887872
./2024-07-19/L2_Band/CRAB_L2_Band_2024_07_19_17_31_05.fil 136.8684224
./2024-07-19/L2_Band/CRAB_L2_Band_2024_07_19_16_42_07.fil 0.4198144
./2024-07-19/L2_Band/CRAB_L2_Band_2024_07_19_16_38_28.fil 42.7688896
./2024-07-19/L2_Band/CRAB_L2_Band_2024_07_19_16_41_07.fil 47.5467584
./2024-07-19/L2_Band/CRAB_L2_Band_2024_07_19_17_20_54.fil 599.9998912
./2024-07-19/L2_Band/CRAB_L2_Band_2024_07_19_18_10_52.fil 21.4801728
./2024-07-19/L2_Band/CRAB_L2_Band_2024_07_19_17_55_02.fil 201.214304
./2024-07-19/L1_Band/CRAB_L1_Band_2024_07_19_17_48_45.fil 91.0074688
./2024-07-19/L1_Band/CRAB_L1_Band_2024_07_19_17_52_24.fil 145.126624
./2024-07-19/L1_Band/CRAB_L1_Band_2024_07_19_16_36_45.fil 39.5899264
./2024-07-19/L1_Band/CRAB_L1_Band_2024_07_19_16_33_20.fil 192.16170879999999
./2024-07-19/L1_Band/CRAB_L1_Band_2024_07_19_17_31_05.fil 136.8686208
./2024-07-19/L1_Band/CRAB_L1_Band_2024_07_19_17_14_46.fil 40.4851072
./2024-07-19/L1_Band/CRAB_L1_Band_2024_07_19_16_58_45.fil 109.146784
./2024-07-19/L1_Band/CRAB_L1_Band_2024_07_19_17_05_57.fil 23.0866176
./2024-07-19/L1_Band/CRAB_L1_Band_2024_07_19_17_00_35.fil 183.5930112
./2024-07-19/L1_Band/CRAB_L1_Band_2024_07_19_17_15_40.fil 0.220224
./2024-07-19/L1_Band/CRAB_L1_Band_2024_07_19_16_55_16.fil 83.100832
./2024-07-19/L1_Band/CRAB_L1_Band_2024_07_19_16_37_38.fil 36.63456
./2024-07-19/L1_Band/CRAB_L1_Band_2024_07_19_16_39_24.fil 67.6188864
./2024-07-19/L1_Band/CRAB_L1_Band_2024_07_19_16_41_07.fil 47.5467584
./2024-07-19/L1_Band/CRAB_L1_Band_2024_07_19_16_38_28.fil 42.7688896
./2024-07-19/L1_Band/CRAB_L1_Band_2024_07_19_17_06_34.fil 324.5851776
./2024-07-19/L1_Band/CRAB_L1_Band_2024_07_19_17_33_28.fil 256.0681344
./2024-07-19/L1_Band/CRAB_L1_Band_2024_07_19_16_56_53.fil 99.0883008
./2024-07-19/L1_Band/CRAB_L1_Band_2024_07_19_18_05_52.fil 275.3053952
./2024-07-19/L1_Band/CRAB_L1_Band_2024_07_19_17_50_30.fil 100.508448
./2024-07-19/L1_Band/CRAB_L1_Band_2024_07_19_18_10_52.fil 21.4801728
./2024-07-19/L1_Band/CRAB_L1_Band_2024_07_19_17_55_02.fil 201.214304
./2024-07-19/L1_Band/CRAB_L1_Band_2024_07_19_16_25_42.fil 422.9235264
./2024-07-19/L1_Band/CRAB_L1_Band_2024_07_19_17_03_52.fil 111.5837312
./2024-07-19/L1_Band/CRAB_L1_Band_2024_07_19_16_42_07.fil 0.4198144
./2024-07-19/L1_Band/CRAB_L1_Band_2024_07_19_17_12_24.fil 128.17136
./2024-07-19/L1_Band/CRAB_L1_Band_2024_07_19_18_00_27.fil 1.0691776
./2024-07-19/L1_Band/CRAB_L1_Band_2024_07_19_16_44_51.fil 599.9998912
./2024-07-19/L1_Band/CRAB_L1_Band_2024_07_19_17_20_54.fil 599.9998912
./2024-07-19/L1_Band/CRAB_L1_Band_2024_07_19_18_00_42.fil 270.6808896
./2024-07-19/L1_Band/CRAB_L1_Band_2024_07_19_17_58_49.fil 4.6887872
./2024-07-19/L1_Band/CRAB_L1_Band_2024_07_19_16_40_44.fil 10.231488
./2024-07-19/L1_Band/CRAB_L1_Band_2024_07_19_17_38_16.fil 599.9998912
./2024-07-19/L1_Band/CRAB_L1_Band_2024_07_19_17_59_30.fil 44.4800896
./2024-07-19/L1_Band/CRAB_L1_Band_2024_07_19_18_05_38.fil 1.2001216
./2024-07-31/PV_Band/CRAB_PV_Band_2024_07_31_15_26_45.fil 600.0
./2024-07-31/PV_Band/CRAB_PV_Band_2024_07_31_16_56_54.fil 345.524352
./2024-07-31/PV_Band/CRAB_PV_Band_2024_07_31_16_36_52.fil 600.0
./2024-07-31/PV_Band/CRAB_PV_Band_2024_07_31_17_12_52.fil 85.424448
./2024-07-31/PV_Band/CRAB_PV_Band_2024_07_31_16_46_53.fil 600.0
./2024-07-31/PV_Band/CRAB_PV_Band_2024_07_31_15_16_44.fil 600.0
./2024-07-31/PV_Band/CRAB_PV_Band_2024_07_31_15_36_46.fil 600.0
./2024-07-31/PV_Band/CRAB_PV_Band_2024_07_31_16_26_51.fil 600.0
./2024-07-31/PV_Band/CRAB_PV_Band_2024_07_31_15_46_47.fil 600.0
./2024-07-31/PV_Band/CRAB_PV_Band_2024_07_31_16_16_50.fil 600.0
./2024-07-31/PV_Band/CRAB_PV_Band_2024_07_31_15_06_37.fil 600.0
./2024-07-31/PV_Band/CRAB_PV_Band_2024_07_31_17_02_44.fil 600.0
./2024-07-31/PV_Band/CRAB_PV_Band_2024_07_31_16_06_49.fil 600.0
./2024-07-31/PV_Band/CRAB_PV_Band_2024_07_31_15_56_48.fil 600.0
./2024-07-31/PH_Band/CRAB_PH_Band_2024_07_31_16_56_54.fil 345.524352
./2024-07-31/PH_Band/CRAB_PH_Band_2024_07_31_15_16_44.fil 600.0
./2024-07-31/PH_Band/CRAB_PH_Band_2024_07_31_16_46_53.fil 600.0
./2024-07-31/PH_Band/CRAB_PH_Band_2024_07_31_15_36_46.fil 600.0
./2024-07-31/PH_Band/CRAB_PH_Band_2024_07_31_16_36_52.fil 600.0
./2024-07-31/PH_Band/CRAB_PH_Band_2024_07_31_17_02_44.fil 600.0
./2024-07-31/PH_Band/CRAB_PH_Band_2024_07_31_17_12_52.fil 85.424448
./2024-07-31/PH_Band/CRAB_PH_Band_2024_07_31_16_26_51.fil 600.0
./2024-07-31/PH_Band/CRAB_PH_Band_2024_07_31_15_06_37.fil 600.0
./2024-07-31/PH_Band/CRAB_PH_Band_2024_07_31_16_06_49.fil 600.0
./2024-07-31/PH_Band/CRAB_PH_Band_2024_07_31_15_26_45.fil 600.0
./2024-07-31/PH_Band/CRAB_PH_Band_2024_07_31_15_56_48.fil 600.0
./2024-07-31/PH_Band/CRAB_PH_Band_2024_07_31_15_46_47.fil 600.0
./2024-07-31/PH_Band/CRAB_PH_Band_2024_07_31_16_16_50.fil 600.0
./2024-07-31/L2_Band/CRAB_L2_Band_2024_07_31_16_43_49.fil 172.1850112
./2024-07-31/L2_Band/CRAB_L2_Band_2024_07_31_15_30_32.fil 599.9998912
./2024-07-31/L2_Band/CRAB_L2_Band_2024_07_31_17_04_35.fil 78.5675904
./2024-07-31/L2_Band/CRAB_L2_Band_2024_07_31_17_03_19.fil 24.0417152
./2024-07-31/L2_Band/CRAB_L2_Band_2024_07_31_15_16_50.fil 599.9998912
./2024-07-31/L2_Band/CRAB_L2_Band_2024_07_31_15_06_37.fil 599.9998912
./2024-07-31/L2_Band/CRAB_L2_Band_2024_07_31_17_01_53.fil 46.530752
./2024-07-31/L2_Band/CRAB_L2_Band_2024_07_31_16_30_38.fil 599.9998912
./2024-07-31/L2_Band/CRAB_L2_Band_2024_07_31_17_07_19.fil 320.1027264
./2024-07-31/L2_Band/CRAB_L2_Band_2024_07_31_17_14_04.fil 1.7649664
./2024-07-31/L2_Band/CRAB_L2_Band_2024_07_31_17_13_04.fil 9.1218368
./2024-07-31/L2_Band/CRAB_L2_Band_2024_07_31_15_40_33.fil 599.9998912
./2024-07-31/L2_Band/CRAB_L2_Band_2024_07_31_16_00_35.fil 599.9998912
./2024-07-31/L2_Band/CRAB_L2_Band_2024_07_31_16_20_37.fil 599.9998912
