filename ch1 nchan
/media/camrasdemo/3f3a1b8a-f7dc-4dad-97f4-7b3f0ffa6cbf/2024-05-09/FRB20240114A_L1_Band_2024_05_09_06_23_21.fil 1375.0 320
/media/camrasdemo/3f3a1b8a-f7dc-4dad-97f4-7b3f0ffa6cbf/2024-05-09/FRB20240114A_PV_Band_2024_05_09_10_40_12.fil 420.0 160
/media/camrasdemo/3f3a1b8a-f7dc-4dad-97f4-7b3f0ffa6cbf/2024-05-09/FRB20240114A_L2_Band_2024_05_09_11_14_38.fil 1440.0 320
/media/camrasdemo/3f3a1b8a-f7dc-4dad-97f4-7b3f0ffa6cbf/2024-05-09/FRB20240114A_L2_Band_2024_05_09_08_57_52.fil 1440.0 320
/media/camrasdemo/3f3a1b8a-f7dc-4dad-97f4-7b3f0ffa6cbf/2024-05-09/FRB20240114A_L2_Band_2024_05_09_11_39_47.fil 1440.0 320
/media/camrasdemo/3f3a1b8a-f7dc-4dad-97f4-7b3f0ffa6cbf/2024-05-09/FRB20240114A_L2_Band_2024_05_09_09_57_37.fil 1440.0 320
/media/camrasdemo/3f3a1b8a-f7dc-4dad-97f4-7b3f0ffa6cbf/2024-05-09/FRB20240114A_L2_Band_2024_05_09_06_23_21.fil 1440.0 320
/media/camrasdemo/3f3a1b8a-f7dc-4dad-97f4-7b3f0ffa6cbf/2024-05-09/FRB20240114A_PV_Band_2024_05_09_08_28_45.fil 420.0 160
/media/camrasdemo/3f3a1b8a-f7dc-4dad-97f4-7b3f0ffa6cbf/2024-05-09/FRB20240114A_PH_Band_2024_05_09_07_28_30.fil 420.0 160
/media/camrasdemo/3f3a1b8a-f7dc-4dad-97f4-7b3f0ffa6cbf/2024-05-09/FRB20240114A_L2_Band_2024_05_09_07_12_13.fil 1440.0 320
/media/camrasdemo/3f3a1b8a-f7dc-4dad-97f4-7b3f0ffa6cbf/2024-05-09/FRB20240114A_L2_Band_2024_05_09_07_22_14.fil 1440.0 320
/media/camrasdemo/3f3a1b8a-f7dc-4dad-97f4-7b3f0ffa6cbf/2024-05-09/FRB20240114A_PV_Band_2024_05_09_06_23_21.fil 420.0 160
/media/camrasdemo/3f3a1b8a-f7dc-4dad-97f4-7b3f0ffa6cbf/2024-05-09/FRB20240114A_L1_Band_2024_05_09_07_18_40.fil 1375.0 320
/media/camrasdemo/3f3a1b8a-f7dc-4dad-97f4-7b3f0ffa6cbf/2024-05-09/FRB20240114A_L1_Band_2024_05_09_08_59_46.fil 1375.0 320
/media/camrasdemo/3f3a1b8a-f7dc-4dad-97f4-7b3f0ffa6cbf/2024-05-09/FRB20240114A_PV_Band_2024_05_09_10_23_16.fil 420.0 160
/media/camrasdemo/3f3a1b8a-f7dc-4dad-97f4-7b3f0ffa6cbf/2024-05-09/FRB20240114A_PV_Band_2024_05_09_07_28_30.fil 420.0 160
/media/camrasdemo/3f3a1b8a-f7dc-4dad-97f4-7b3f0ffa6cbf/2024-05-09/FRB20240114A_L2_Band_2024_05_09_09_37_35.fil 1440.0 320
/media/camrasdemo/3f3a1b8a-f7dc-4dad-97f4-7b3f0ffa6cbf/2024-05-09/FRB20240114A_PH_Band_2024_05_09_09_18_55.fil 420.0 160
/media/camrasdemo/3f3a1b8a-f7dc-4dad-97f4-7b3f0ffa6cbf/2024-05-09/FRB20240114A_PV_Band_2024_05_09_07_18_29.fil 420.0 160
/media/camrasdemo/3f3a1b8a-f7dc-4dad-97f4-7b3f0ffa6cbf/2024-05-09/FRB20240114A_PH_Band_2024_05_09_10_09_00.fil 420.0 160
/media/camrasdemo/3f3a1b8a-f7dc-4dad-97f4-7b3f0ffa6cbf/2024-05-09/FRB20240114A_PH_Band_2024_05_09_06_33_31.fil 420.0 160
/media/camrasdemo/3f3a1b8a-f7dc-4dad-97f4-7b3f0ffa6cbf/2024-05-09/FRB20240114A_L1_Band_2024_05_09_06_51_17.fil 1375.0 320
/media/camrasdemo/3f3a1b8a-f7dc-4dad-97f4-7b3f0ffa6cbf/2024-05-09/FRB20240114A_L1_Band_2024_05_09_07_29_38.fil 1375.0 320
/media/camrasdemo/3f3a1b8a-f7dc-4dad-97f4-7b3f0ffa6cbf/2024-05-09/FRB20240114A_L1_Band_2024_05_09_06_32_56.fil 1375.0 320
/media/camrasdemo/3f3a1b8a-f7dc-4dad-97f4-7b3f0ffa6cbf/2024-05-09/FRB20240114A_L1_Band_2024_05_09_08_29_42.fil 1375.0 320
/media/camrasdemo/3f3a1b8a-f7dc-4dad-97f4-7b3f0ffa6cbf/2024-05-09/FRB20240114A_L1_Band_2024_05_09_10_16_24.fil 1375.0 320
/media/camrasdemo/3f3a1b8a-f7dc-4dad-97f4-7b3f0ffa6cbf/2024-05-09/FRB20240114A_L1_Band_2024_05_09_06_42_57.fil 1375.0 320
/media/camrasdemo/3f3a1b8a-f7dc-4dad-97f4-7b3f0ffa6cbf/2024-05-09/FRB20240114A_PH_Band_2024_05_09_09_58_59.fil 420.0 160
/media/camrasdemo/3f3a1b8a-f7dc-4dad-97f4-7b3f0ffa6cbf/2024-05-09/FRB20240114A_PV_Band_2024_05_09_10_33_17.fil 420.0 160
/media/camrasdemo/3f3a1b8a-f7dc-4dad-97f4-7b3f0ffa6cbf/2024-05-09/FRB20240114A_L2_Band_2024_05_09_10_27_40.fil 1440.0 320
/media/camrasdemo/3f3a1b8a-f7dc-4dad-97f4-7b3f0ffa6cbf/2024-05-09/FRB20240114A_L2_Band_2024_05_09_06_52_11.fil 1440.0 320
/media/camrasdemo/3f3a1b8a-f7dc-4dad-97f4-7b3f0ffa6cbf/2024-03-22/FRB20240114A_PH_Band_2024_03_22_10_01_17.fil 420.0 160
/media/camrasdemo/3f3a1b8a-f7dc-4dad-97f4-7b3f0ffa6cbf/2024-03-22/FRB20240114A_PV_Band_2024_03_22_13_05_25.fil 420.0 160
/media/camrasdemo/3f3a1b8a-f7dc-4dad-97f4-7b3f0ffa6cbf/2024-03-22/FRB20240114A_L2_Band_2024_03_22_08_56_48.fil 1400.0 320
/media/camrasdemo/3f3a1b8a-f7dc-4dad-97f4-7b3f0ffa6cbf/2024-03-22/FRB20240114A_L1_Band_2024_03_22_09_55_14.fil 1300.0 320
/media/camrasdemo/3f3a1b8a-f7dc-4dad-97f4-7b3f0ffa6cbf/2024-03-22/FRB20240114A_PV_Band_2024_03_22_13_26_16.fil 420.0 160
/media/camrasdemo/3f3a1b8a-f7dc-4dad-97f4-7b3f0ffa6cbf/2024-03-22/FRB20240114A_L2_Band_2024_03_22_11_55_20.fil 1400.0 320
/media/camrasdemo/3f3a1b8a-f7dc-4dad-97f4-7b3f0ffa6cbf/2024-03-22/FRB20240114A_PH_Band_2024_03_22_12_35_22.fil 420.0 160
/media/camrasdemo/3f3a1b8a-f7dc-4dad-97f4-7b3f0ffa6cbf/2024-03-22/FRB20240114A_PV_Band_2024_03_22_14_16_21.fil 420.0 160
/media/camrasdemo/3f3a1b8a-f7dc-4dad-97f4-7b3f0ffa6cbf/2024-03-22/FRB20240114A_PV_Band_2024_03_22_10_03_09.fil 420.0 160
/media/camrasdemo/3f3a1b8a-f7dc-4dad-97f4-7b3f0ffa6cbf/2024-03-22/FRB20240114A_PV_Band_2024_03_22_12_15_20.fil 420.0 160
/media/camrasdemo/3f3a1b8a-f7dc-4dad-97f4-7b3f0ffa6cbf/2024-03-22/FRB20240114A_L1_Band_2024_03_22_09_07_00.fil 1300.0 320
/media/camrasdemo/3f3a1b8a-f7dc-4dad-97f4-7b3f0ffa6cbf/2024-03-22/FRB20240114A_L2_Band_2024_03_22_09_54_56.fil 1400.0 320
/media/camrasdemo/3f3a1b8a-f7dc-4dad-97f4-7b3f0ffa6cbf/2024-03-22/FRB20240114A_L2_Band_2024_03_22_10_35_12.fil 1400.0 320
/media/camrasdemo/3f3a1b8a-f7dc-4dad-97f4-7b3f0ffa6cbf/2024-03-22/FRB20240114A_L1_Band_2024_03_22_12_35_24.fil 1300.0 320
/media/camrasdemo/3f3a1b8a-f7dc-4dad-97f4-7b3f0ffa6cbf/2024-03-22/FRB20240114A_L1_Band_2024_03_22_14_24_49.fil 1300.0 320
/media/camrasdemo/3f3a1b8a-f7dc-4dad-97f4-7b3f0ffa6cbf/2024-03-22/FRB20240114A_L1_Band_2024_03_22_09_17_01.fil 1300.0 320
/media/camrasdemo/3f3a1b8a-f7dc-4dad-97f4-7b3f0ffa6cbf/2024-03-22/FRB20240114A_PH_Band_2024_03_22_12_25_21.fil 420.0 160
/media/camrasdemo/3f3a1b8a-f7dc-4dad-97f4-7b3f0ffa6cbf/2024-03-22/FRB20240114A_L2_Band_2024_03_22_13_34_44.fil 1400.0 320
/media/camrasdemo/3f3a1b8a-f7dc-4dad-97f4-7b3f0ffa6cbf/2024-03-22/FRB20240114A_L1_Band_2024_03_22_08_56_48.fil 1300.0 320
